,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
187,0.0296862668,_A,2013,33,34,LU,0.0,1,9.0,1,2,8,2013,1,1,32.0,000-OWN COUNTRY,11.0,005-EU28,1,99,5.0,9,000-OWN COUNTRY,2006.0,99.0,1.0,1.0,9.0,40.0,55.0,,21,16,1.0,40.0,1.0,2.0,0.0,27.0,9.0,9999.0,99.0,9.0,9,1.0,3.0,0,0,0,1,0,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1,300.0,999.0,9.0,0.0,H,84.0,,H,K,9,03,9,9,H,9
188,0.0317046335,_A,2013,36,37,LU,3.0,1,9.0,1,2,9,2013,1,1,47.0,005-EU28,11.0,005-EU28,2,99,5.0,9,000-OWN COUNTRY,2013.0,5.0,1.0,1.0,9.0,40.0,40.0,0.0,0,97,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,1.0,1,1,1,1,0,1,0,0,0,1,1,0,0,9.0,9,2.0,9.0,2.0,999.0,1,700.0,999.0,9.0,0.0,L,4.0,,F,9,9,03,9,9,9,9
244,0.028777895,_A,2013,37,40,LU,,1,9.0,1,2,9,2013,1,2,,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2013.0,5.0,5.0,4,3.0,2.0,0,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2,999.0,500.0,1.0,0.0,M,999.0,3.0,9,9,Q,04,9,9,9,H
251,0.0368587487,_A,2013,31,33,LU,,1,9.0,1,2,8,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2013.0,5.0,5.0,4,2.0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,9.0,1,2.0,9.0,2.0,999.0,2,999.0,200.0,1.0,0.0,H,999.0,3.0,9,9,J,02,9,9,9,H
252,0.0353381389,_A,2013,45,46,LU,3.0,1,9.0,1,2,11,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,1984.0,99.0,1.0,1.0,9.0,40.0,40.0,0.0,0,97,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,3.0,1,0,1,1,1,1,1,0,0,1,0,1,0,9.0,9,2.0,9.0,2.0,999.0,1,700.0,999.0,9.0,0.0,M,348.0,,B,9,9,01,9,9,9,9
261,0.021021975,_A,2013,7,9,LU,3.0,1,9.0,1,2,2,2013,1,2,,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,12.0,5.0,4,2.0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2,999.0,300.0,1.0,0.0,M,999.0,2.0,9,9,G,,9,9,9,G
268,0.045143729,_A,2013,14,15,LU,,1,9.0,1,2,4,2013,1,1,47.0,NO ANSWER,,NO ANSWER,2,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,6.0,5.0,4,2.0,1.0,1,1,0,1,1,1,0,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2,999.0,700.0,1.0,0.0,,999.0,4.0,9,9,F,,9,9,9,F
271,0.0572694957,_A,2013,38,40,LU,0.0,1,9.0,1,2,9,2013,1,1,47.0,005-EU28,,005-EU28,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2013.0,6.0,0.0,4,6.0,2.0,1,1,1,1,1,0,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2,999.0,100.0,1.0,0.0,M,999.0,3.0,9,9,G,,9,9,9,G
298,0.0323237258,_A,2013,7,8,LU,,1,9.0,1,2,2,2013,1,2,32.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,8.0,5.0,4,5.0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,1,9.0,1,2.0,9.0,2.0,999.0,2,999.0,500.0,1.0,0.0,,999.0,4.0,9,9,Q,,9,9,9,H
302,0.028754803,_A,2013,40,41,LU,3.0,1,9.0,1,2,10,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,1990.0,99.0,1.0,1.0,9.0,40.0,50.0,,16,16,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,6.0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,1,9.0,9,2.0,9.0,2.0,999.0,1,100.0,999.0,9.0,0.0,M,276.0,,,9,9,03,9,9,9,9
305,0.0513579469,_A,2013,2,3,LU,,1,9.0,1,2,1,2013,1,2,32.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,6.0,5.0,4,6.0,2.0,1,1,1,1,1,1,1,1,0,1,0,0,0,9.0,1,2.0,9.0,1.0,1.0,2,999.0,500.0,2.0,1.0,M,999.0,4.0,9,9,G,,9,9,9,G
324,0.0413479744,_A,2013,21,24,LU,3.0,1,9.0,1,2,5,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2010.0,99.0,1.0,1.0,9.0,40.0,56.0,0.0,16,1,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,1.0,2.0,0,0,1,1,0,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1,,999.0,9.0,0.0,L,36.0,,H,9,9,02,9,9,9,9
341,0.0428222732,_A,2013,7,8,LU,0.0,1,9.0,1,2,2,2013,1,2,32.0,005-EU28,5.0,005-EU28,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,9.0,5.0,4,3.0,1.0,0,0,1,0,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,3,999.0,200.0,9.0,0.0,H,999.0,3.0,9,9,M,03,9,9,9,H
344,0.0313193461,_A,2013,35,37,LU,3.0,1,9.0,1,2,8,2013,1,2,47.0,NO ANSWER,,NO ANSWER,1,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,1.0,1.0,9.0,40.0,40.0,0.0,0,97,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,3.0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1,400.0,999.0,9.0,0.0,L,60.0,,,9,9,03,9,9,9,9
360,0.051776708,_A,2013,20,23,LU,0.0,1,9.0,1,2,5,2013,1,2,32.0,005-EU28,,005-EU28,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2013.0,4.0,5.0,4,1.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2,999.0,500.0,1.0,0.0,M,999.0,2.0,9,9,S,,9,9,9,H
404,0.0288547161,_A,2013,35,37,LU,3.0,1,9.0,1,2,8,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,2013.0,,1.0,1.0,9.0,40.0,40.0,0.0,0,97,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,1.0,0,0,1,1,0,1,1,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1,200.0,999.0,9.0,0.0,H,8.0,,H,9,9,05,9,9,9,9
410,0.0332141805,_A,2013,40,41,LU,0.0,1,9.0,1,2,10,2013,1,1,20.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,9.0,4,5.0,1.0,1,0,0,1,0,1,0,0,1,0,0,0,0,9.0,1,3.0,2.0,2.0,999.0,2,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,04,9,9,9,9
442,0.0470641453,_A,2013,39,40,LU,0.0,1,9.0,1,2,9,2013,1,1,32.0,005-EU28,5.0,005-EU28,1,99,5.0,9,000-OWN COUNTRY,2010.0,99.0,1.0,1.0,9.0,40.0,40.0,0.0,0,97,1.0,50.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,2.0,0,0,1,0,0,1,1,0,0,1,0,0,1,9.0,1,2.0,9.0,2.0,999.0,1,200.0,999.0,9.0,0.0,H,36.0,,H,9,9,02,9,9,9,9
453,0.025712962,_A,2013,30,31,LU,3.0,1,9.0,1,2,7,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,1997.0,99.0,1.0,1.0,9.0,40.0,38.0,0.0,0,10,0.0,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1,300.0,999.0,9.0,0.0,M,192.0,,H,9,9,03,9,9,9,9
473,0.0327621929,_A,2013,20,21,LU,0.0,1,9.0,1,2,5,2013,1,1,47.0,NO ANSWER,,NO ANSWER,1,99,5.0,9,000-OWN COUNTRY,2011.0,5.0,1.0,1.0,9.0,40.0,40.0,0.0,0,97,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1,900.0,999.0,9.0,0.0,L,24.0,,H,9,9,03,9,9,9,9
519,0.0371223377,_A,2013,28,30,LU,,1,9.0,1,2,7,2013,1,2,47.0,005-EU28,,005-EU28,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2011.0,3.0,5.0,4,2.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,2.0,999.0,2,999.0,200.0,3.0,0.0,,999.0,7.0,9,9,P,,9,9,9,H
583,0.0384394294,_A,2013,18,19,LU,3.0,1,9.0,1,2,5,2013,1,2,32.0,NO ANSWER,,NO ANSWER,2,99,,9,000-OWN COUNTRY,2012.0,2.0,1.0,9.0,9.0,45.0,40.0,99.0,99,11,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1,200.0,999.0,9.0,0.0,H,15.0,,H,9,9,05,9,9,9,9
604,0.0251434159,_A,2013,10,12,LU,0.0,1,9.0,1,2,3,2013,1,2,47.0,005-EU28,5.0,005-EU28,1,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,1.0,2.0,8.0,37.0,37.0,0.0,0,97,0.0,20.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,4.0,1.0,0,0,1,0,1,1,1,0,0,1,0,1,0,9.0,9,2.0,9.0,2.0,999.0,1,200.0,999.0,9.0,0.0,H,60.0,,U,9,9,04,9,9,9,9
627,0.0661380869,_A,2013,11,14,LU,0.0,1,9.0,1,2,3,2013,1,1,32.0,005-EU28,5.0,005-EU28,1,99,5.0,9,000-OWN COUNTRY,2006.0,99.0,1.0,1.0,9.0,38.0,38.0,0.0,0,97,0.0,35.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,3.0,0,0,1,0,1,1,0,0,0,0,0,1,1,9.0,9,2.0,9.0,2.0,999.0,1,200.0,999.0,9.0,0.0,H,84.0,,U,9,9,,9,9,9,9
648,0.0283023519,_A,2013,47,49,LU,,1,9.0,1,2,11,2013,1,2,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2011.0,1.0,5.0,4,6.0,3.0,1,0,1,1,0,1,0,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2,999.0,400.0,3.0,0.0,,999.0,7.0,9,9,K,02,9,9,9,H
655,0.0395412446,_A,2013,7,8,LU,3.0,1,9.0,1,2,2,2013,1,2,47.0,005-EU28,11.0,005-EU28,1,99,5.0,9,000-OWN COUNTRY,2012.0,11.0,1.0,2.0,3.0,40.0,50.0,,16,16,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,1.0,0,1,1,1,0,1,1,0,0,0,0,0,1,9.0,9,2.0,9.0,2.0,999.0,1,200.0,999.0,9.0,0.0,H,3.0,,H,9,9,02,9,9,9,9
675,0.0212469798,_A,2013,16,17,LU,3.0,1,9.0,1,2,4,2013,1,2,65.0,005-EU28,5.0,005-EU28,1,99,5.0,9,000-OWN COUNTRY,2004.0,99.0,1.0,2.0,8.0,40.0,40.0,0.0,0,97,0.0,32.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,3.0,1.0,1,0,1,1,0,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1,,999.0,9.0,0.0,H,108.0,,,9,9,,9,9,9,9
679,0.0405446296,_A,2013,25,26,LU,0.0,1,9.0,1,2,6,2013,1,2,47.0,005-EU28,11.0,005-EU28,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2013.0,5.0,5.0,4,2.0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2,999.0,200.0,1.0,0.0,H,999.0,2.0,9,9,K,,9,9,9,H
684,0.0459169822,_A,2013,34,35,LU,0.0,1,9.0,1,2,8,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,2012.0,7.0,1.0,1.0,9.0,40.0,40.0,0.0,0,97,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,3.0,1.0,0,0,1,0,0,1,1,0,0,1,0,1,0,9.0,9,2.0,9.0,2.0,999.0,1,200.0,999.0,9.0,0.0,H,13.0,,H,9,9,04,9,9,9,9
703,0.0256461868,_A,2013,24,26,LU,,1,9.0,1,2,6,2013,1,2,,NO ANSWER,,NO ANSWER,2,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2013.0,5.0,5.0,4,3.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2,999.0,500.0,1.0,1.0,,999.0,2.0,9,9,T,03,9,9,9,T
719,0.050835647,_A,2013,15,16,LU,3.0,1,9.0,1,2,4,2013,1,1,20.0,005-EU28,11.0,005-EU28,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,9.0,5.0,4,2.0,1.0,1,1,1,0,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,3,999.0,700.0,9.0,0.0,M,999.0,4.0,9,9,C,,9,9,9,B
773,0.0768114765,_A,2013,11,12,LU,,1,9.0,1,2,3,2013,1,2,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2010.0,99.0,5.0,4,3.0,3.0,1,1,1,1,1,1,0,0,0,1,1,0,1,9.0,1,2.0,9.0,2.0,999.0,2,999.0,500.0,3.0,0.0,M,999.0,7.0,9,9,G,,9,9,9,G
774,0.0389412681,_A,2013,17,18,LU,0.0,1,9.0,1,2,4,2013,1,1,47.0,005-EU28,11.0,005-EU28,1,1,5.0,2,000-OWN COUNTRY,1993.0,99.0,1.0,1.0,9.0,40.0,0.0,0.0,0,99,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,1.0,1,1,1,1,0,0,1,0,0,1,1,0,0,9.0,9,2.0,9.0,2.0,999.0,1,200.0,999.0,9.0,0.0,H,240.0,,H,9,9,05,9,9,9,9
844,0.0509403678,_A,2013,36,37,LU,0.0,1,9.0,1,2,9,2013,1,1,32.0,005-EU28,5.0,005-EU28,1,99,5.0,9,000-OWN COUNTRY,2006.0,99.0,1.0,1.0,9.0,40.0,50.0,0.0,10,2,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,2.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1,200.0,999.0,9.0,0.0,H,84.0,,H,9,9,04,9,9,9,9
903,0.0436914377,_A,2013,28,31,LU,0.0,1,9.0,1,2,7,2013,1,2,32.0,005-EU28,5.0,005-EU28,1,99,5.0,9,000-OWN COUNTRY,2009.0,99.0,1.0,2.0,8.0,38.0,41.0,0.0,3,1,0.0,38.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9.0,9,1.0,1.0,1,0,1,1,0,0,0,0,0,1,0,1,0,9.0,9,2.0,9.0,2.0,999.0,1,200.0,999.0,9.0,0.0,H,48.0,,U,9,9,,9,9,9,9
921,0.0298555327,_A,2013,7,8,LU,3.0,1,9.0,1,2,2,2013,1,2,,005-EU28,5.0,005-EU28,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,10.0,5.0,4,3.0,1.0,1,0,1,0,0,1,0,0,0,1,0,1,0,9.0,1,2.0,9.0,2.0,999.0,2,999.0,900.0,1.0,0.0,M,999.0,3.0,9,9,H,02,9,9,9,H
960,0.0278680896,_A,2013,44,46,LU,,1,9.0,1,2,10,2013,1,1,20.0,NO ANSWER,,NO ANSWER,2,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,9.0,4,3.0,3.0,1,0,1,1,1,1,1,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2,999.0,999.0,3.0,0.0,L,999.0,,9,9,9,04,9,9,9,9
965,0.0554378865,_A,2013,40,42,LU,0.0,1,9.0,1,2,10,2013,1,1,,005-EU28,,005-EU28,1,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2013.0,8.0,5.0,4,3.0,3.0,1,0,1,1,0,1,0,1,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2,999.0,600.0,1.0,0.0,M,999.0,2.0,9,9,Q,04,9,9,9,H
