,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
383,0.0873046815,_A,2013,39,40,AT,0.0,1,9,4,2,9,2013,1,1,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2013,7,5,4,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,700,1,0,M,999,2.0,9,9,F,,9,9,9,F
441,0.0771025628,_A,2013,9,11,AT,0.0,1,9,4,2,2,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,3,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2010,99,5,4,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,9,2,2,9,1,64,3,999.0,400,9,1,M,999,7.0,9,9,J,03,9,9,9,H
442,0.017496588,_A,2013,4,5,AT,0.0,1,9,5,2,1,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2012,4,5,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,2,9,2,999,3,999.0,500,9,0,M,999,4.0,9,9,I,03,9,9,9,H
466,0.024824013,_A,2013,7,8,AT,0.0,1,9,4,2,2,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2013,2,5,4,5,1,1,0,1,1,1,1,1,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,500,1,0,M,999,1.0,9,9,Q,02,9,9,9,H
547,0.0308535337,_A,2013,24,25,AT,0.0,1,9,3,2,6,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2006,99,1,1,9,60,72,32,0,16,0,50.0,1.0,1,9,99,9,9999,99,9,9,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,9,9,1,5,2,999,1,200.0,999,9,1,H,84,,H,9,9,04,9,9,9,9
553,0.0361568047,_A,2013,31,37,AT,0.0,1,9,3,2,8,2013,1,2,65.0,NO ANSWER,,NO ANSWER,1,99,5.0,9,000-OWN COUNTRY,2013,6,1,2,2,38,38,0,0,97,1,40.0,1.0,1,9,99,9,9999,99,9,9,2,1,1,1,1,1,1,1,1,0,0,1,1,0,0,9,1,2,9,2,999,1,,999,9,0,H,2,,H,9,9,01,9,9,9,9
584,0.0860154172,_A,2013,13,14,AT,3.0,1,9,2,2,3,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2009,99,5,4,2,3,1,0,1,1,0,0,0,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,700,3,0,L,999,8.0,9,9,G,01,9,9,9,G
606,0.0169045664,_A,2013,20,23,AT,0.0,1,9,3,2,5,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,0.0,9,000-OWN COUNTRY,1987,99,1,9,9,60,60,99,99,97,0,60.0,1.0,1,9,99,9,9999,99,9,9,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,9,2,9,2,999,1,300.0,999,9,0,H,312,,H,9,9,03,9,9,9,9
703,0.0271982639,_A,2013,20,24,AT,3.0,1,9,1,2,5,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2011,2,5,4,2,3,1,0,1,1,0,1,1,0,0,1,1,0,0,9,1,1,3,2,999,2,999.0,700,3,1,L,999,7.0,9,9,C,02,9,9,9,B
708,0.0940353707,_A,2013,21,28,AT,0.0,1,9,4,2,5,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2012,12,5,4,2,1,1,0,1,1,1,1,1,0,0,1,0,0,0,9,1,2,9,1,30,2,999.0,300,1,1,M,999,3.0,9,9,Q,02,9,9,9,H
722,0.0272185517,_A,2013,45,47,AT,0.0,1,9,3,2,11,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2013,10,5,4,2,2,1,0,1,1,1,1,1,0,0,1,1,1,0,9,1,2,9,1,45,2,999.0,200,1,1,H,999,2.0,9,9,Q,01,9,9,9,H
723,0.1119952403,_A,2013,47,48,AT,0.0,1,9,2,2,11,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2013,8,5,4,2,1,1,0,1,1,1,1,1,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,400,1,0,M,999,3.0,9,9,C,01,9,9,9,B
760,0.1277913523,_A,2013,36,37,AT,0.0,1,9,5,2,9,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2011,8,5,4,1,3,1,0,1,1,0,1,1,1,0,1,0,0,0,9,1,2,9,2,999,2,999.0,300,3,0,M,999,7.0,9,9,I,01,9,9,9,H
845,0.0404603239,_A,2013,26,30,AT,0.0,1,9,1,2,6,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2013,2,2,1,9,9,9,0,0,97,0,9.0,1.0,1,9,99,9,9999,99,9,9,2,1,1,0,1,1,1,0,0,0,0,0,1,0,0,9,9,2,9,2,999,1,900.0,999,9,0,L,4,,H,9,9,01,9,9,9,9
898,0.0427183286,_A,2013,5,7,AT,0.0,1,9,2,2,1,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2012,8,1,2,3,47,47,0,9,97,0,39.0,1.0,1,9,99,9,9999,99,9,9,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,9,9,2,9,1,2,1,200.0,999,9,1,H,5,,H,9,9,03,9,9,9,9
913,0.0450770197,_A,2013,34,35,AT,3.0,1,9,1,2,8,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2012,8,2,1,9,25,16,0,0,7,0,25.0,1.0,1,9,99,9,9999,99,9,9,5,1,0,0,1,1,0,1,1,0,0,0,0,0,0,9,9,2,9,2,999,1,500.0,999,9,0,M,12,,G,9,9,02,9,9,9,9
929,0.0553838594,_A,2013,45,49,AT,0.0,1,9,5,2,11,2013,1,2,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2011,12,5,4,2,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,900,3,0,L,999,6.0,9,9,G,05,9,9,9,G
993,0.0250403258,_A,2013,33,35,AT,0.0,1,9,1,2,8,2013,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2009,99,5,4,2,3,1,0,0,1,0,1,0,0,0,0,1,0,0,9,2,2,9,2,999,3,999.0,500,9,0,M,999,8.0,9,9,I,01,9,9,9,H
1016,0.0424927993,_A,2013,22,24,AT,3.0,1,9,1,2,5,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2013,5,5,4,2,1,1,1,1,1,1,1,0,0,0,1,1,0,1,9,2,2,9,2,999,3,999.0,900,9,0,M,999,1.0,9,9,C,04,9,9,9,B
1021,0.0127148295,_A,2013,26,28,AT,0.0,1,9,5,2,6,2013,1,2,32.0,NO ANSWER,,NO ANSWER,2,6,5.0,4,000-OWN COUNTRY,2010,99,1,1,9,40,0,0,0,99,0,20.0,1.0,1,9,99,9,9999,99,9,9,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,9,9,2,9,2,999,1,,999,9,0,L,36,,H,9,9,04,9,9,9,9
1029,0.0342791709,_A,2013,34,36,AT,3.0,1,9,2,2,8,2013,1,1,32.0,NO ANSWER,,NO ANSWER,1,99,5.0,9,000-OWN COUNTRY,2013,6,1,1,9,38,38,0,0,97,0,38.0,1.0,1,9,99,9,9999,99,9,9,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,9,9,2,9,2,999,1,700.0,999,9,0,M,2,,F,9,9,,9,9,9,9
1031,0.0224985564,_A,2013,7,8,AT,0.0,1,9,4,2,2,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2011,6,1,2,6,39,39,0,0,97,0,39.0,1.0,1,9,99,9,9999,99,9,9,2,1,0,0,1,1,1,1,1,0,0,1,0,0,0,9,9,2,9,2,999,1,300.0,999,9,0,M,20,,H,9,9,03,9,9,9,9
1043,0.0986195736,_A,2013,8,9,AT,0.0,1,9,1,2,2,2013,1,1,32.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2010,99,5,4,3,2,0,0,1,0,0,1,1,0,0,1,0,1,0,9,1,1,5,2,999,2,999.0,400,2,1,H,999,7.0,9,9,I,02,9,9,9,H
1138,0.0385101401,_A,2013,52,2,AT,3.0,1,9,5,2,12,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2013,8,5,4,5,1,1,0,0,0,1,1,0,0,0,1,1,1,0,9,2,2,9,2,999,3,999.0,500,9,0,M,999,3.0,9,9,H,03,9,9,9,H
1161,0.0362528354,_A,2013,16,18,AT,0.0,1,9,5,2,4,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,0,9999,99,9,4,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,2,1,3,1,7,3,999.0,999,9,1,L,999,,9,9,9,05,9,9,9,9
1177,0.0708571613,_A,2013,37,38,AT,0.0,1,9,3,2,9,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2010,99,5,4,5,3,1,0,1,1,1,0,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,400,3,0,L,999,7.0,9,9,F,03,9,9,9,F
1239,0.0712987684,_A,2013,20,21,AT,0.0,1,9,2,2,5,2013,1,1,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2009,99,5,4,5,3,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,900,3,0,M,999,8.0,9,9,F,04,9,9,9,F
1246,0.0279750804,_A,2013,21,24,AT,0.0,1,9,1,2,5,2013,1,1,32.0,NO ANSWER,,NO ANSWER,2,99,5.0,9,000-OWN COUNTRY,2012,5,2,1,9,25,25,0,0,97,0,25.0,1.0,1,9,99,9,9999,99,9,9,3,1,0,1,1,1,0,1,0,0,0,1,0,0,0,9,9,2,9,2,999,1,800.0,999,9,0,L,12,,H,9,9,,9,9,9,9
1262,0.0663714552,_A,2013,6,12,AT,3.0,1,9,1,2,2,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2013,1,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,700,1,0,M,999,2.0,9,9,D,02,9,9,9,B
1294,0.0670943862,_A,2013,43,45,AT,3.0,1,9,2,2,10,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2008,99,1,1,9,45,40,1,0,7,0,38.0,1.0,1,9,99,9,9999,99,9,9,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0,9,9,2,9,2,999,1,400.0,999,9,0,M,60,,H,9,9,02,9,9,9,9
1300,0.0185590127,_A,2013,2,4,AT,3.0,1,9,4,2,1,2013,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2012,2,5,4,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,500,1,0,M,999,4.0,9,9,T,02,9,9,9,T
1303,0.0196301334,_A,2013,44,46,AT,3.0,1,9,1,2,10,2013,1,2,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2012,3,5,4,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,9,2,2,9,1,80,3,999.0,300,9,1,M,999,6.0,9,9,L,02,9,9,9,H
1319,0.0289393733,_A,2013,26,27,AT,0.0,1,9,5,2,6,2013,1,1,32.0,NO ANSWER,,NO ANSWER,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2010,99,5,4,2,3,0,1,1,0,0,1,1,1,1,1,0,0,0,9,1,2,9,2,999,2,999.0,700,3,0,M,999,7.0,9,9,F,04,9,9,9,F
1348,0.0353192955,_A,2013,19,20,AT,0.0,1,9,1,2,5,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2007,99,2,1,9,3,3,0,0,97,1,20.0,1.0,1,9,99,9,9999,99,9,9,5,3,1,0,1,1,0,1,1,0,0,0,1,0,0,9,1,2,9,2,999,1,900.0,999,9,0,L,72,,H,9,9,04,9,9,9,9
1360,0.0245077592,_A,2013,43,47,AT,3.0,1,9,1,2,10,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,0.0,9,000-OWN COUNTRY,2009,99,2,9,9,3,3,99,99,97,1,15.0,1.0,1,9,99,9,9999,99,9,9,5,2,1,0,1,1,0,1,1,0,0,0,0,0,0,9,1,2,9,2,999,1,300.0,999,9,0,M,48,,H,9,9,03,9,9,9,9
1377,0.0906585207,_A,2013,10,15,AT,0.0,1,9,2,2,3,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2003,99,9,4,2,3,1,0,1,1,1,1,0,0,0,1,0,0,0,9,1,2,9,1,40,2,999.0,999,3,1,L,999,8.0,9,9,9,02,9,9,9,9
1384,0.0291044335,_A,2013,9,16,AT,3.0,1,9,2,2,2,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,2012,12,1,2,3,60,60,0,0,97,0,54.0,1.0,1,9,99,9,9999,99,9,9,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,9,9,2,9,2,999,1,500.0,999,9,0,M,2,,H,9,9,6+,9,9,9,9
1405,0.0439807487,_A,2013,14,18,AT,0.0,1,9,1,2,4,2013,1,1,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2012,12,5,4,2,1,1,0,1,1,0,1,1,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,700,1,0,M,999,3.0,9,9,C,02,9,9,9,B
1471,0.022652521,_A,2013,2,4,AT,3.0,1,9,5,2,1,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,0,9999,99,9,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,1,3,2,999,3,999.0,999,9,1,L,999,,9,9,9,04,9,9,9,9
1553,0.0792285168,_A,2013,1,4,AT,0.0,1,9,3,2,1,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2012,8,5,4,3,1,1,0,1,1,0,1,1,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,500,1,0,M,999,3.0,9,9,G,04,9,9,9,G
1587,0.0661082855,_A,2013,9,10,AT,0.0,1,9,2,2,2,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,0,9999,99,9,4,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,9,2,1,5,1,2,3,999.0,999,9,1,H,999,,9,9,9,02,9,9,9,9
1629,0.0431400795,_A,2013,39,43,AT,0.0,1,9,1,2,9,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2013,9,2,1,9,20,20,0,0,97,1,30.0,1.0,1,9,99,9,9999,99,9,9,4,3,1,0,1,1,1,1,1,0,0,1,0,0,0,9,1,2,9,2,999,1,900.0,999,9,0,L,0,,H,9,9,02,9,9,9,9
1640,0.0392539946,_A,2013,51,1,AT,0.0,1,9,3,2,12,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2013,2,5,4,4,1,1,0,1,0,0,1,1,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,900,1,0,L,999,4.0,9,9,G,02,9,9,9,G
1692,0.0121864498,_A,2013,41,50,AT,0.0,1,9,5,2,10,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2009,99,1,2,7,40,40,0,0,97,0,40.0,1.0,1,9,99,9,9999,99,9,9,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,9,9,1,3,1,10,1,500.0,999,9,1,L,48,,H,9,9,02,9,9,9,9
1703,0.0795791672,_A,2013,5,6,AT,0.0,1,9,4,2,1,2013,1,1,32.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2011,9,5,4,2,1,1,1,1,1,1,1,1,0,1,1,0,0,0,9,1,2,9,2,999,2,999.0,800,1,0,L,999,5.0,9,9,C,05,9,9,9,B
1808,0.009317774,_A,2013,22,23,AT,0.0,1,9,4,2,5,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2013,5,2,1,9,30,19,3,0,3,1,40.0,1.0,1,9,99,9,9999,99,9,9,3,2,0,1,1,1,1,1,0,0,0,1,0,0,0,9,1,1,3,2,999,1,800.0,999,9,1,L,0,,H,9,9,02,9,9,9,9
1822,0.0888682641,_A,2013,31,32,AT,0.0,1,9,4,2,8,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2013,6,5,4,3,1,1,0,1,1,1,1,1,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,700,1,0,M,999,2.0,9,9,F,01,9,9,9,F
1878,0.0513462065,_A,2013,45,2,AT,0.0,1,9,5,2,11,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2012,9,5,4,4,3,1,0,1,1,1,1,1,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,500,3,0,M,999,5.0,9,9,I,02,9,9,9,H
1909,0.0858361818,_A,2013,37,38,AT,0.0,1,9,1,2,9,2013,1,2,47.0,NO ANSWER,,NO ANSWER,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99.0,9.0,9,9,99,1,2012,8,5,4,2,3,1,0,0,1,1,1,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,500,3,0,L,999,5.0,9,9,I,03,9,9,9,H
