,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
333,0.020080497,_A,2013,16,18,MT,0.0,1,9,2,2,4,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2009.0,99.0,5,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2.0,9.0,1,20.0,2,999.0,500.0,1,1.0,L,999.0,8.0,9,9,Q,03,9,9,9,H
350,0.0210961175,_A,2013,35,36,MT,,1,9,2,2,8,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2012.0,,5,4,3,2,0,1,1,1,0,1,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,500.0,2,0.0,M,999.0,6.0,9,9,I,04,9,9,9,H
354,0.0165129243,_A,2013,3,5,MT,0.0,1,9,2,2,1,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,NO ANSWER,2008.0,99.0,2,2,4.0,20,15,0,0,12.0,1,40.0,1,1,9,99,9,9999.0,99.0,9,9,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9,2,2.0,9.0,2,999.0,1,200.0,999.0,9,0.0,L,60.0,,H,9,9,04,9,9,9,9
401,0.0130466768,_A,2013,33,36,MT,0.0,1,9,1,2,8,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2012.0,,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,700.0,2,0.0,L,999.0,6.0,9,9,F,,9,9,9,F
419,0.0170019065,_A,2013,33,36,MT,0.0,1,9,1,2,8,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2001.0,99.0,9,4,3,3,1,1,1,1,0,1,1,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,999.0,3,0.0,L,999.0,8.0,9,9,9,,9,9,9,9
459,0.0135980966,_A,2013,6,10,MT,0.0,1,9,4,2,2,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,3,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,,99.0,9,4,3,3,1,0,0,1,0,1,1,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,999.0,3,0.0,,999.0,,9,9,9,04,9,9,9,9
463,0.0135106897,_A,2013,7,10,MT,0.0,1,9,3,2,2,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2012.0,8.0,5,4,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,900.0,1,0.0,,999.0,4.0,9,9,G,04,9,9,9,G
525,0.0112775218,_A,2013,47,49,MT,0.0,1,9,4,2,11,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2011.0,12.0,5,4,2,3,1,0,1,1,1,0,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,900.0,3,0.0,L,999.0,6.0,9,9,,03,9,9,9,
539,0.0152551697,_A,2013,19,23,MT,0.0,1,9,3,2,5,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2009.0,99.0,5,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,800.0,3,0.0,L,999.0,8.0,9,9,C,02,9,9,9,B
599,0.0177521723,_A,2013,33,36,MT,0.0,1,9,3,2,8,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2012.0,,0,4,3,3,1,1,1,1,0,1,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,700.0,3,0.0,L,999.0,6.0,9,9,F,,9,9,9,F
635,0.0145267504,_A,2013,27,31,MT,0.0,1,9,4,2,7,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,0,9999.0,99.0,9,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,999.0,3,0.0,M,999.0,,9,9,9,03,9,9,9,9
637,0.0127209397,_A,2013,47,49,MT,0.0,1,9,4,2,11,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2012.0,8.0,5,4,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,500.0,2,0.0,L,999.0,5.0,9,9,Q,03,9,9,9,H
647,0.0174006939,_A,2013,37,40,MT,0.0,1,9,2,2,9,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2013.0,,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,2.0,9.0,2,999.0,2,999.0,100.0,1,0.0,,999.0,4.0,9,9,P,03,9,9,9,H
648,0.0184600404,_A,2013,50,1,MT,0.0,1,9,4,2,12,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,NO ANSWER,2008.0,99.0,1,1,9.0,45,45,0,0,97.0,0,45.0,1,1,9,99,9,9999.0,99.0,9,9,5,3,0,0,0,1,0,1,0,0,0,0,0,0,1,9,9,2.0,9.0,2,999.0,1,0.0,999.0,9,0.0,L,60.0,,H,9,9,02,9,9,9,9
656,0.0158548854,_A,2013,29,31,MT,0.0,1,9,4,2,7,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2010.0,99.0,5,4,2,3,1,0,1,1,1,1,0,0,0,0,0,0,1,9,1,2.0,9.0,2,999.0,2,999.0,900.0,3,0.0,L,999.0,7.0,9,9,C,,9,9,9,B
681,0.01560541,_A,2013,29,31,MT,0.0,1,9,3,2,7,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,0.0,9,NO ANSWER,2009.0,99.0,1,9,9.0,60,60,99,99,97.0,0,60.0,1,1,9,99,9,9999.0,99.0,9,9,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,9,9,2.0,9.0,2,999.0,1,500.0,999.0,9,0.0,L,48.0,,B,9,9,04,9,9,9,9
796,0.0198927631,_A,2013,46,49,MT,0.0,1,9,3,2,11,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2006.0,99.0,5,4,2,3,1,0,1,1,0,1,1,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,900.0,3,0.0,L,999.0,8.0,9,9,O,,9,9,9,H
841,0.0207975398,_A,2013,44,49,MT,0.0,1,9,4,2,10,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,0,9999.0,99.0,9,4,5,1,0,0,1,1,0,0,1,0,0,0,0,0,1,9,1,2.0,9.0,2,999.0,2,999.0,999.0,1,0.0,L,999.0,,9,9,9,05,9,9,9,9
898,0.0143084049,_A,2013,37,40,MT,0.0,1,9,3,2,9,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,NO ANSWER,2007.0,99.0,2,1,9.0,20,16,0,0,11.0,1,40.0,1,1,9,99,9,9999.0,99.0,9,9,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9,2,2.0,9.0,1,20.0,1,,999.0,9,1.0,L,72.0,,,9,9,04,9,9,9,9
915,0.0225130301,_A,2013,42,44,MT,0.0,1,9,4,2,10,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2011.0,7.0,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,2.0,9.0,2,999.0,2,999.0,800.0,3,0.0,L,999.0,7.0,9,9,H,,9,9,9,H
951,0.0213150214,_A,2013,12,14,MT,0.0,1,9,1,2,3,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,0.0,9,NO ANSWER,1999.0,99.0,1,9,9.0,42,42,99,99,97.0,0,42.0,1,1,9,99,9,9999.0,99.0,9,9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,9,2.0,9.0,2,999.0,1,300.0,999.0,9,0.0,L,168.0,,H,9,9,04,9,9,9,9
991,0.0290844303,_A,2013,41,44,MT,,1,9,3,2,10,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2012.0,9.0,5,4,2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,9,1,2.0,9.0,2,999.0,2,999.0,500.0,1,0.0,,999.0,5.0,9,9,G,05,9,9,9,G
995,0.0113676638,_A,2013,31,36,MT,0.0,1,9,4,2,8,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,NO ANSWER,2010.0,99.0,1,1,9.0,40,40,0,0,97.0,1,50.0,1,1,9,99,9,9999.0,99.0,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2.0,9.0,2,999.0,1,900.0,999.0,9,0.0,L,36.0,,G,9,9,04,9,9,9,9
1021,0.0145127184,_A,2013,48,49,MT,0.0,1,9,1,2,11,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,1990.0,99.0,9,4,4,2,0,0,0,1,0,1,1,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,999.0,2,0.0,,999.0,8.0,9,9,9,05,9,9,9,9
1023,0.0130848628,_A,2013,38,40,MT,0.0,1,9,1,2,9,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,0.0,9,NO ANSWER,2013.0,8.0,2,9,9.0,20,20,99,99,97.0,1,40.0,1,1,9,99,9,9999.0,99.0,9,9,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,9,1,2.0,9.0,2,999.0,1,200.0,999.0,9,0.0,H,1.0,,H,9,9,03,9,9,9,9
1027,0.0187848641,_A,2013,18,23,MT,0.0,1,9,2,2,5,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,NO ANSWER,2012.0,1.0,1,1,9.0,40,40,0,0,97.0,0,40.0,1,1,9,99,9,9999.0,99.0,9,9,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,9,9,2.0,9.0,2,999.0,1,,999.0,9,0.0,H,16.0,,H,9,9,03,9,9,9,9
1030,0.0173259886,_A,2013,5,10,MT,0.0,1,9,1,2,1,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,,99.0,9,4,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,999.0,2,0.0,L,999.0,,9,9,9,,9,9,9,9
1070,0.0194813158,_A,2013,46,49,MT,0.0,1,9,4,2,11,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,NO ANSWER,2013.0,7.0,2,2,2.0,16,16,0,0,97.0,0,16.0,1,1,9,99,9,9999.0,99.0,9,9,2,1,0,1,1,1,1,1,1,0,0,0,0,0,1,9,9,1.0,5.0,2,999.0,1,500.0,999.0,9,1.0,M,4.0,,G,9,9,04,9,9,9,9
1090,0.0206888285,_A,2013,24,27,MT,0.0,1,9,2,2,6,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,NO ANSWER,1989.0,99.0,1,1,9.0,40,40,0,0,97.0,0,40.0,1,2,0,39,9,9999.0,99.0,9,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,2.0,9.0,2,999.0,1,700.0,999.0,9,0.0,M,288.0,,H,C,9,04,9,9,B,9
1092,0.0172189783,_A,2013,21,23,MT,0.0,1,9,1,2,5,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2010.0,99.0,5,4,3,3,1,0,1,1,1,1,1,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,800.0,3,0.0,L,999.0,7.0,9,9,O,04,9,9,9,H
1108,0.0142847716,_A,2013,52,1,MT,0.0,1,9,1,2,12,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,0,9999.0,99.0,9,4,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,999.0,3,0.0,,999.0,,9,9,9,,9,9,9,9
1138,0.010331134,_A,2013,23,27,MT,0.0,1,9,4,2,6,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,0,9999.0,99.0,9,4,5,1,0,1,1,1,0,0,0,0,0,0,0,0,1,9,1,1.0,3.0,2,999.0,2,999.0,999.0,1,1.0,L,999.0,,9,9,9,03,9,9,9,9
1213,0.0158926157,_A,2013,36,40,MT,0.0,1,9,4,2,9,2013,1,2,32.0,NO ANSWER,,NO ANSWER,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2010.0,99.0,5,4,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,9,1,2.0,9.0,1,,2,999.0,200.0,1,1.0,,999.0,7.0,9,9,P,04,9,9,9,H
1225,0.0160456232,_A,2013,19,23,MT,0.0,1,9,1,2,5,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,NO ANSWER,2010.0,99.0,1,1,9.0,40,60,0,20,2.0,0,40.0,1,1,9,99,9,9999.0,99.0,9,9,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,9,9,2.0,9.0,1,,1,100.0,999.0,9,1.0,H,36.0,,H,9,9,03,9,9,9,9
1371,0.0157278637,_A,2013,44,49,MT,0.0,1,9,1,2,10,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2012.0,8.0,0,4,4,3,1,1,1,0,0,1,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,800.0,3,0.0,L,999.0,5.0,9,9,H,,9,9,9,H
1373,0.0163850498,_A,2013,43,44,MT,0.0,1,9,3,2,10,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2013.0,7.0,5,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,500.0,1,0.0,L,999.0,3.0,9,9,I,,9,9,9,H
1416,0.0132873253,_A,2013,28,31,MT,0.0,1,9,3,2,7,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,0,9999.0,99.0,9,4,3,3,1,0,1,0,0,1,1,0,0,0,0,0,1,9,1,3.0,4.0,2,999.0,2,999.0,999.0,3,1.0,,999.0,,9,9,9,04,9,9,9,9
1460,0.017745064,_A,2013,35,36,MT,0.0,1,9,4,2,8,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,0,9999.0,99.0,9,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9,2,3.0,5.0,2,999.0,3,999.0,999.0,9,1.0,H,999.0,,9,9,9,04,9,9,9,9
1499,0.0228754256,_A,2013,49,1,MT,0.0,1,9,2,2,12,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,NO ANSWER,2009.0,99.0,1,1,9.0,40,40,0,0,97.0,0,40.0,1,1,9,99,9,9999.0,99.0,9,9,2,2,1,1,0,1,1,1,1,0,0,0,0,0,1,9,9,1.0,5.0,2,999.0,1,300.0,999.0,9,1.0,M,48.0,,H,9,9,02,9,9,9,9
1505,0.0153453162,_A,2013,28,31,MT,0.0,1,9,2,2,7,2013,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,NO ANSWER,2005.0,99.0,2,1,9.0,20,20,0,0,97.0,1,40.0,1,1,9,99,9,9999.0,99.0,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2.0,9.0,2,999.0,1,500.0,999.0,9,0.0,L,96.0,,G,9,9,02,9,9,9,9
1515,0.0136726704,_A,2013,2,5,MT,0.0,1,9,3,2,1,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,2011.0,4.0,0,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,2.0,9.0,2,999.0,2,999.0,700.0,3,0.0,L,999.0,6.0,9,9,F,03,9,9,9,F
1517,0.0135195653,_A,2013,50,1,MT,0.0,1,9,1,2,12,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9.0,99,99,99,99,99.0,9,99.0,9,9,9,99,1,1989.0,99.0,9,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2.0,9.0,2,999.0,3,999.0,999.0,9,0.0,L,999.0,8.0,9,9,9,04,9,9,9,9
1568,0.0152432819,_A,2013,45,49,MT,0.0,1,9,1,2,11,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,NO ANSWER,1993.0,99.0,1,1,9.0,42,36,0,0,15.0,0,42.0,1,1,9,99,9,9999.0,99.0,9,9,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,2.0,9.0,2,999.0,1,200.0,999.0,9,0.0,M,240.0,,H,9,9,04,9,9,9,9
1571,0.0139689161,_A,2013,3,5,MT,0.0,1,9,1,2,1,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,NO ANSWER,2009.0,99.0,2,2,6.0,20,20,0,0,97.0,0,20.0,1,1,9,99,9,9999.0,99.0,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2.0,9.0,2,999.0,1,100.0,999.0,9,0.0,H,48.0,,H,9,9,03,9,9,9,9
