,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
342,0.0658678938,_A,2013,41,42,LV,3.0,1,9,4,2,10,2013,1,2,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,9,4,2.0,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,999.0,3.0,0.0,M,999,,9,9,9,6+,9,9,9,9
343,0.2202861393,_A,2013,7,8,LV,0.0,1,9,3,2,2,2013,1,1,47,NO ANSWER,,NO ANSWER,2.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,10.0,5,4,6.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,700.0,1.0,0.0,M,999,3.0,9,9,L,03,9,9,9,H
363,0.0284324073,_A,2013,36,38,LV,3.0,1,9,2,2,9,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,1999.0,99.0,9,4,6.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,999.0,3.0,0.0,M,999,8.0,9,9,9,02,9,9,9,9
367,0.1086802647,_A,2013,52,2,LV,0.0,1,9,1,2,12,2013,1,2,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2011,11,1.0,1.0,9.0,40.0,16.0,0.0,0.0,12,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9,9,2.0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9,1.0,12.0,1,200.0,999.0,9.0,1.0,H,25,,H,9,9,02,9,9,9,9
383,0.1342143153,_A,2013,16,17,LV,0.0,1,9,2,2,4,2013,1,2,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1998,99,1.0,1.0,9.0,40.0,80.0,10.0,0.0,16,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9,9,2.0,2.0,0,0,1,1,1,1,1,0,0,0,0,0,0,9.0,9,2.0,9,1.0,12.0,1,400.0,999.0,9.0,1.0,H,180,,H,9,9,04,9,9,9,9
394,0.0422488635,_A,2013,24,25,LV,0.0,1,9,3,2,6,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2008.0,99.0,5,4,3.0,3.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,900.0,3.0,0.0,M,999,8.0,9,9,C,04,9,9,9,B
404,0.0534913294,_A,2013,52,1,LV,3.0,1,9,2,2,12,2013,1,2,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2013.0,9.0,5,4,6.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,500.0,1.0,0.0,M,999,3.0,9,9,O,05,9,9,9,H
420,0.030029335,_A,2013,48,51,LV,3.0,1,9,2,2,11,2013,1,2,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,9,4,2.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,999.0,1.0,0.0,M,999,,9,9,9,03,9,9,9,9
426,0.0417788488,_A,2013,50,51,LV,,1,9,4,2,12,2013,1,1,47,NO ANSWER,,NO ANSWER,2.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2006.0,99.0,5,4,6.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,700.0,3.0,0.0,,999,8.0,9,9,C,04,9,9,9,B
428,0.0667842239,_A,2013,46,50,LV,3.0,1,9,1,2,11,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013,6,1.0,1.0,9.0,40.0,40.0,0.0,0.0,97,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9,9,2.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,9,2.0,9,2.0,999.0,1,900.0,999.0,9.0,0.0,M,5,,H,9,9,04,9,9,9,9
430,0.0384133607,_A,2013,49,1,LV,0.0,1,9,1,2,12,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2011.0,3.0,5,4,2.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,900.0,3.0,0.0,H,999,7.0,9,9,A,04,9,9,9,A
456,0.0164539339,_A,2013,31,35,LV,0.0,1,9,2,2,8,2013,1,2,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,10.0,5,4,2.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,400.0,1.0,0.0,M,999,4.0,9,9,G,03,9,9,9,G
506,0.023729827,_A,2013,52,2,LV,,1,9,3,2,12,2013,1,2,65,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,11.0,5,4,3.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,900.0,2.0,0.0,L,999,5.0,9,9,N,01,9,9,9,H
507,0.0728291819,_A,2013,13,15,LV,3.0,1,9,2,2,3,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,9.0,5,4,2.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,200.0,2.0,0.0,H,999,4.0,9,9,C,,9,9,9,B
511,0.0520064246,_A,2013,52,2,LV,3.0,1,9,3,2,12,2013,1,1,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,5.0,5,4,2.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,900.0,3.0,0.0,L,999,6.0,9,9,G,6+,9,9,9,G
515,0.0346651595,_A,2013,33,35,LV,3.0,1,9,3,2,8,2013,1,2,65,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2005.0,99.0,9,4,2.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,999.0,3.0,0.0,M,999,8.0,9,9,9,02,9,9,9,9
523,0.0306222312,_A,2013,15,17,LV,3.0,1,9,2,2,4,2013,1,1,65,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2011.0,10.0,5,4,3.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,900.0,3.0,0.0,M,999,6.0,9,9,N,01,9,9,9,H
529,0.0140691417,_A,2013,39,41,LV,0.0,1,9,2,2,9,2013,1,2,65,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2010.0,99.0,5,4,6.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9,1.0,30.0,3,999.0,400.0,9.0,1.0,L,999,7.0,9,9,H,02,9,9,9,H
549,0.054944612,_A,2013,41,43,LV,3.0,1,9,3,2,10,2013,1,2,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013,8,1.0,1.0,9.0,40.0,40.0,0.0,0.0,97,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9,9,2.0,3.0,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9,2.0,999.0,1,700.0,999.0,9.0,0.0,M,2,,B,9,9,04,9,9,9,9
567,0.0162176927,_A,2013,1,3,LV,,1,9,1,2,1,2013,1,2,47,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2008.0,99.0,5,4,2.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,200.0,3.0,0.0,H,999,8.0,9,9,Q,,9,9,9,H
571,0.0256033397,_A,2013,36,37,LV,3.0,1,9,4,2,9,2013,1,1,65,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2013.0,1.0,5,4,6.0,2.0,1,0,1,1,0,0,0,0,0,0,1,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,800.0,2.0,0.0,M,999,4.0,9,9,A,02,9,9,9,A
577,0.0290017644,_A,2013,17,18,LV,3.0,1,9,4,2,4,2013,1,2,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2008.0,99.0,5,4,6.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,700.0,3.0,0.0,L,999,8.0,9,9,F,,9,9,9,F
589,0.0221974944,_A,2013,52,1,LV,,1,9,4,2,12,2013,1,2,65,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2012.0,4.0,5,4,6.0,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,900.0,3.0,0.0,,999,6.0,9,9,N,02,9,9,9,H
641,0.0447618455,_A,2013,21,23,LV,3.0,1,9,1,2,5,2013,1,1,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99.0,9,4,6.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,2,1.0,5,2.0,999.0,3,999.0,999.0,9.0,1.0,M,999,,9,9,9,03,9,9,9,9
655,0.0451439294,_A,2013,40,41,LV,3.0,1,9,4,2,10,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2013.0,9.0,5,4,2.0,1.0,1,0,1,1,0,1,0,0,0,1,1,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,900.0,1.0,0.0,M,999,2.0,9,9,C,03,9,9,9,B
676,0.1127515894,_A,2013,30,31,LV,0.0,1,9,3,2,7,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2013,5,1.0,2.0,3.0,40.0,40.0,0.0,0.0,97,0.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99.0,9,9,6.0,3.0,1,0,1,1,0,1,0,0,0,1,1,0,0,9.0,9,2.0,9,2.0,999.0,1,900.0,999.0,9.0,0.0,M,2,,H,9,9,02,9,9,9,9
686,0.0343369093,_A,2013,39,41,LV,,1,9,1,2,9,2013,1,2,47,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99,9.0,99.0,9.0,9.0,9.0,99.0,1.0,1998.0,99.0,9,4,6.0,3.0,1,0,1,1,0,0,0,0,0,0,1,0,0,9.0,1,2.0,9,2.0,999.0,2,999.0,999.0,3.0,0.0,M,999,8.0,9,9,9,01,9,9,9,9
