,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,SUPVISOR,SIZEFIRM,COUNTRYW,YSTARTWK,MSTARTWK,WAYJFOUN,FTPT,FTPTREAS,TEMP,TEMPREAS,TEMPDUR,TEMPAGCY,SHIFTWK,EVENWK,NIGHTWK,SATWK,SUNWK,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,WAYMORE,HWWISH,HOMEWK,LOOKOJ,LOOKREAS,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,LEAVREAS,STAPROPR,SEEKWORK,SEEKREAS,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,AVAIREAS,PRESEEK,NEEDCARE,REGISTER,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,COURPURP,COURWORH,HATYEAR,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,METHFW,LENTR4W,PURP4W,STARTIME,LEAVCLAS,INCDECIL,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS
125,0.08608,Q2,2013,20,20,NL,4.0,1,9,2,2,5,2013,1,2.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,5.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,2.0,9,4,1,2.0,2,999.0,9.0,9.0,,2.0,999.0,999.0,1.0,1,L,0.0,,,999.0,,99.0,9,9,9,4.0
135,0.12671,Q1,2013,12,12,NL,4.0,1,9,2,2,3,2013,1,2.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2012.0,4.0,0.0,3,4,9.0,5.0,3.0,1,0,1,1,0,1,0,0,0,0,1,0,0,9.0,1,9.0,1.0,9,2,2,9.0,2,999.0,9.0,9.0,1986.0,2.0,999.0,500.0,2.0,0,L,0.0,9.0,9.0,999.0,4.0,99.0,9,9,H,2.0
162,0.12719,Q2,2013,16,16,NL,3.0,1,9,2,2,4,2013,1,1.0,65.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,1.0,12.0,NL,1990.0,99.0,9.0,1,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,40,36.0,0.0,0.0,11.0,0.0,9,40.0,3.0,1.0,1,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,1970.0,1.0,400.0,999.0,9.0,0,M,0.0,9.0,9.0,276.0,,10.0,H,9,9,
167,0.17637,Q3,2013,37,37,NL,4.0,1,9,2,2,9,2013,1,2.0,65.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2013.0,1.0,0.0,3,4,9.0,5.0,2.0,0,1,0,1,0,1,0,0,0,0,1,0,0,9.0,2,4.0,1.0,9,2,2,9.0,2,999.0,9.0,9.0,1990.0,3.0,999.0,200.0,9.0,0,H,0.0,9.0,9.0,999.0,4.0,99.0,9,9,,1.0
175,0.16039,Q3,2013,33,33,NL,4.0,1,9,2,2,8,2013,1,1.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2009.0,99.0,1.0,9,4,9.0,2.0,3.0,1,1,0,1,1,1,0,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999.0,8.0,99.0,9,9,9,1.0
181,0.15656,Q2,2013,18,18,NL,4.0,1,9,2,2,5,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,2.0,13.0,NL,2010.0,99.0,9.0,2,,2.0,,,0.0,3.0,3.0,3.0,3.0,3.0,1,8.0,0.0,0.0,1.0,1.0,4,24.0,,1.0,2,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,1,9.0,9.0,9,4,1,5.0,2,999.0,9.0,9.0,2011.0,1.0,200.0,999.0,9.0,1,H,12.0,,,36.0,,3.0,H,9,9,2.0
218,0.23648,Q1,2013,7,7,NL,4.0,1,9,2,2,2,2013,1,2.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,4,5.0,9,2.0,13.0,NL,2010.0,99.0,9.0,2,,2.0,4.0,,0.0,3.0,3.0,3.0,1.0,1.0,6,0.0,0.0,0.0,99.0,1.0,4,24.0,3.0,1.0,2,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9,4,3,3.0,2,999.0,9.0,9.0,2012.0,1.0,500.0,999.0,9.0,0,M,0.0,9.0,9.0,36.0,,2.0,G,9,9,2.0
223,0.25463,Q1,2013,2,2,NL,4.0,1,9,2,2,1,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2009.0,99.0,4.0,9,4,9.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,2,,,9,4,2,9.0,2,999.0,9.0,9.0,2007.0,3.0,999.0,999.0,9.0,0,H,12.0,9.0,9.0,999.0,8.0,99.0,9,9,9,4.0
224,0.07146,Q3,2013,27,27,NL,4.0,1,9,2,2,7,2013,1,1.0,65.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,2.0,14.0,NL,2011.0,12.0,9.0,2,,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,4,4.0,0.0,0.0,97.0,1.0,4,40.0,3.0,1.0,7,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,1980.0,1.0,200.0,999.0,9.0,0,H,0.0,9.0,9.0,19.0,,10.0,H,9,9,3.0
229,0.07588,Q4,2013,50,50,NL,4.0,1,9,2,2,12,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2013.0,5.0,0.0,3,4,9.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,9.0,1,9.0,1.0,9,2,2,9.0,2,999.0,9.0,9.0,1999.0,2.0,999.0,400.0,2.0,0,M,12.0,9.0,9.0,999.0,4.0,99.0,9,9,,
243,0.23378,Q4,2013,49,49,NL,4.0,1,9,2,2,12,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,2.0,13.0,NL,2006.0,99.0,9.0,2,6.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,29,32.0,3.0,0.0,2.0,0.0,9,29.0,3.0,1.0,7,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,2004.0,1.0,200.0,999.0,9.0,0,H,0.0,9.0,9.0,84.0,,8.0,H,9,9,1.0
267,0.2164,Q2,2013,20,20,NL,4.0,1,9,2,2,5,2013,1,1.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,2.0,3.0,0,1,1,1,0,0,1,0,0,0,0,0,0,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,2000.0,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999.0,,99.0,9,9,9,3.0
275,0.44076,Q1,2013,1,1,NL,4.0,1,9,2,2,1,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2012.0,9.0,,3,4,9.0,2.0,1.0,1,0,1,1,0,0,1,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,,2.0,999.0,,1.0,0,M,0.0,9.0,9.0,999.0,3.0,99.0,9,9,H,
292,0.08235,Q2,2013,23,23,NL,4.0,1,9,2,2,6,2013,1,1.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,4.0,,9,4,1,3.0,2,999.0,9.0,9.0,2013.0,3.0,999.0,999.0,9.0,1,L,0.0,,,999.0,,99.0,9,9,9,3.0
308,0.09871,Q1,2013,10,10,NL,4.0,1,9,2,2,3,2013,1,2.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,5.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,9.0,2.0,9,4,1,2.0,2,999.0,9.0,9.0,2013.0,2.0,999.0,999.0,1.0,1,L,0.0,,,999.0,,99.0,9,9,9,5.0
370,0.31903,Q3,2013,27,27,NL,4.0,1,9,2,2,7,2013,1,1.0,65.0,NO ANSWER,,NO ANSWER,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2012.0,10.0,0.0,3,4,9.0,2.0,2.0,0,1,1,1,1,1,1,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,1974.0,2.0,999.0,900.0,2.0,0,M,0.0,9.0,9.0,999.0,4.0,99.0,9,9,H,
378,0.0542,Q1,2013,7,7,NL,4.0,1,9,2,2,2,2013,1,1.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,5.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,1,9.0,2.0,9,4,1,3.0,2,999.0,9.0,9.0,2013.0,2.0,999.0,999.0,1.0,1,L,0.0,,,999.0,,99.0,9,9,9,3.0
381,0.0883,Q2,2013,20,20,NL,4.0,1,9,2,2,5,2013,1,1.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,1,5.0,1,2.0,14.0,NL,2011.0,4.0,9.0,2,1.0,2.0,4.0,,0.0,3.0,1.0,1.0,1.0,1.0,32,0.0,0.0,0.0,99.0,1.0,2,40.0,3.0,1.0,4,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,3.0,9.0,9,4,1,3.0,2,999.0,9.0,9.0,,1.0,500.0,999.0,9.0,1,M,0.0,,,25.0,,1.0,G,9,9,4.0
412,0.17564,Q3,2013,38,38,NL,4.0,1,9,2,2,9,2013,1,2.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,7,5.0,1,1.0,13.0,NL,2012.0,7.0,9.0,2,5.0,2.0,4.0,,0.0,3.0,3.0,3.0,3.0,3.0,24,0.0,0.0,0.0,99.0,1.0,2,34.0,3.0,1.0,4,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,2,3.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,2012.0,1.0,200.0,999.0,9.0,0,H,0.0,9.0,9.0,14.0,,3.0,H,9,9,2.0
416,0.09786,Q3,2013,30,30,NL,4.0,1,9,2,2,7,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,7,5.0,1,1.0,14.0,NL,2013.0,5.0,0.0,1,9.0,2.0,4.0,,0.0,3.0,1.0,1.0,2.0,2.0,36,0.0,0.0,0.0,99.0,0.0,9,38.0,3.0,1.0,1,2,3,0.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,2007.0,1.0,300.0,999.0,9.0,0,H,0.0,9.0,9.0,2.0,,8.0,H,H,9,4.0
417,0.20201,Q1,2013,10,10,NL,4.0,1,9,2,2,3,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,2.0,14.0,NL,2012.0,1.0,9.0,1,9.0,2.0,2.0,,1.0,3.0,3.0,3.0,3.0,3.0,37,37.0,0.0,0.0,97.0,1.0,2,40.0,3.0,1.0,4,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,9.0,2,3.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,1996.0,1.0,700.0,999.0,9.0,0,M,0.0,9.0,9.0,14.0,,5.0,F,9,9,4.0
424,0.10816,Q2,2013,14,14,NL,3.0,1,9,2,2,4,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,1.0,13.0,NO ANSWER,2010.0,99.0,9.0,1,9.0,1.0,9.0,9.0,0.0,3.0,1.0,1.0,1.0,3.0,38,60.0,0.0,22.0,1.0,0.0,9,38.0,3.0,1.0,7,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,2002.0,1.0,100.0,999.0,9.0,0,H,0.0,9.0,9.0,36.0,,1.0,,9,9,
431,0.54281,Q1,2013,3,3,NL,4.0,1,9,2,2,1,2013,1,1.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2010.0,99.0,1.0,9,4,9.0,5.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,1988.0,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999.0,7.0,99.0,9,9,9,1.0
442,0.56563,Q1,2013,10,10,NL,4.0,1,9,2,2,3,2013,1,2.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2012.0,10.0,1.0,3,4,9.0,5.0,1.0,1,0,1,1,0,0,1,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,2012.0,2.0,999.0,200.0,1.0,0,H,0.0,9.0,9.0,999.0,3.0,99.0,9,9,,2.0
447,0.04753,Q4,2013,49,49,NL,3.0,1,9,2,2,12,2013,1,2.0,65.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2013.0,2.0,1.0,3,4,9.0,5.0,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,1973.0,2.0,999.0,500.0,2.0,0,L,0.0,9.0,9.0,999.0,4.0,99.0,9,9,H,
459,0.11676,Q1,2013,6,6,NL,4.0,1,9,2,2,2,2013,1,2.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2011.0,6.0,3.0,9,4,9.0,5.0,1.0,0,0,1,1,0,0,1,0,0,0,0,0,0,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,,2.0,999.0,999.0,1.0,0,M,0.0,9.0,9.0,999.0,6.0,99.0,9,9,9,3.0
