,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
196,0.0434406518,_A,2013,2,3,EE,0.0,1,9,4,2,1,2013,1,1,32.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2011,11,5,4,2,3,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,700.0,3.0,0,M,999.0,5.0,9,9,C,03,9,9,9,B
256,0.0116044438,_A,2013,8,9,EE,3.0,1,9,2,2,2,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2011,10,5,4,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2,9.0,2,999.0,3.0,999.0,500.0,9.0,0,M,999.0,5.0,9,9,G,05,9,9,9,G
262,0.0528873322,_A,2013,34,36,EE,0.0,1,9,1,2,8,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2012.0,5,2,1,9.0,25,20.0,0.0,0.0,12,1.0,40.0,1,1,9,99.0,9.0,9999,99,9,9,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,1.0,300.0,999.0,9.0,0,M,15.0,,G,9,9,04,9,9,9,9
269,0.0461619032,_A,2013,3,5,EE,0.0,1,9,2,2,1,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,1995.0,99,1,1,9.0,40,40.0,0.0,0.0,97,0.0,40.0,1,1,9,99.0,9.0,9999,99,9,9,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,2,9.0,2,999.0,1.0,300.0,999.0,9.0,0,M,216.0,,G,9,9,04,9,9,9,9
273,0.0222341557,_A,2013,6,8,EE,3.0,1,9,3,2,2,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2009,99,5,4,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,700.0,3.0,0,M,999.0,8.0,9,9,F,03,9,9,9,F
298,0.0505857432,_A,2013,6,8,EE,0.0,1,9,3,2,2,2013,1,1,47.0,NO ANSWER,,NO ANSWER,2,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2011,1,5,4,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,700.0,3.0,0,M,999.0,7.0,9,9,F,04,9,9,9,F
303,0.0335760679,_A,2013,38,39,EE,,1,9,3,2,9,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2013,6,5,4,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2,9.0,1,12.0,3.0,999.0,900.0,9.0,1,H,999.0,3.0,9,9,N,,9,9,9,H
377,0.050910195,_A,2013,30,32,EE,0.0,1,9,1,2,7,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2012,5,5,4,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,9.0,1,2,9.0,1,80.0,2.0,999.0,300.0,3.0,1,H,999.0,5.0,9,9,G,02,9,9,9,G
385,0.0973514226,_A,2013,3,5,EE,0.0,1,9,1,2,1,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2012,11,5,4,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,700.0,1.0,0,M,999.0,2.0,9,9,F,01,9,9,9,F
386,0.0903039174,_A,2013,16,18,EE,3.0,1,9,2,2,4,2013,1,1,32.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2009,99,5,4,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,900.0,3.0,0,M,999.0,8.0,9,9,F,02,9,9,9,F
389,0.0568980864,_A,2013,11,12,EE,0.0,1,9,2,2,3,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,0.0,9999,99,9,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,999.0,2.0,0,M,999.0,,9,9,9,02,9,9,9,9
403,0.2321309387,_A,2013,12,13,EE,0.0,1,9,2,2,3,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2010.0,99,2,1,9.0,20,20.0,0.0,0.0,97,1.0,40.0,1,1,9,99.0,9.0,9999,99,9,9,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2,9.0,2,999.0,1.0,300.0,999.0,9.0,0,M,36.0,,H,9,9,01,9,9,9,9
422,0.029049391,_A,2013,32,34,EE,3.0,1,9,3,2,8,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,005-EU28,2009.0,99,1,1,9.0,40,40.0,0.0,0.0,97,0.0,40.0,1,1,9,99.0,9.0,9999,99,9,9,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,9,2,9.0,2,999.0,1.0,700.0,999.0,9.0,0,L,48.0,,F,9,9,03,9,9,9,9
429,0.0250057627,_A,2013,31,32,EE,,1,9,3,2,8,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2012,4,5,4,3,3,0,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,500.0,3.0,0,,999.0,5.0,9,9,I,,9,9,9,H
486,0.0610112009,_A,2013,35,36,EE,3.0,1,9,3,2,8,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2013,8,5,4,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,700.0,1.0,0,L,999.0,1.0,9,9,F,04,9,9,9,F
527,0.015368971,_A,2013,16,17,EE,3.0,1,9,1,2,4,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2012,1,0,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,800.0,3.0,0,M,999.0,5.0,9,9,H,04,9,9,9,H
531,0.0482407821,_A,2013,27,29,EE,0.0,1,9,1,2,7,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2009,99,5,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,1,6.0,2,999.0,2.0,999.0,200.0,2.0,1,,999.0,8.0,9,9,M,02,9,9,9,H
536,0.0220069135,_A,2013,20,22,EE,3.0,1,9,1,2,5,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2001.0,99,1,1,9.0,40,40.0,0.0,0.0,97,0.0,40.0,1,1,9,99.0,9.0,9999,99,9,9,5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,9,2,9.0,2,999.0,1.0,200.0,999.0,9.0,0,H,144.0,,G,9,9,,9,9,9,9
550,0.0163680394,_A,2013,5,6,EE,3.0,1,9,4,2,1,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,0.0,9999,99,9,4,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,999.0,1.0,0,M,999.0,,9,9,9,04,9,9,9,9
556,0.027783606,_A,2013,9,10,EE,,1,9,2,2,2,2013,1,1,47.0,NO ANSWER,,NO ANSWER,1,99,,9,000-OWN COUNTRY,2011.0,2,1,9,9.0,40,40.0,99.0,99.0,97,0.0,40.0,1,1,9,99.0,9.0,9999,99,9,9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,9,2,9.0,2,999.0,1.0,,999.0,9.0,0,H,24.0,,H,9,9,05,9,9,9,9
589,0.0295903784,_A,2013,4,5,EE,,1,9,3,2,1,2013,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2011,5,5,4,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,1,18.0,2.0,999.0,500.0,3.0,1,,999.0,6.0,9,9,G,02,9,9,9,G
613,0.0518460827,_A,2013,3,4,EE,3.0,1,9,2,2,1,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2012,9,5,4,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,9.0,1,2,9.0,1,160.0,2.0,999.0,700.0,1.0,1,M,999.0,3.0,9,9,B,03,9,9,9,B
621,0.044678858,_A,2013,16,18,EE,3.0,1,9,4,2,4,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2011,9,5,4,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,800.0,3.0,0,M,999.0,6.0,9,9,L,,9,9,9,H
639,0.1161964727,_A,2013,27,28,EE,,1,9,2,2,7,2013,1,2,,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2009,99,5,4,3,3,0,0,0,0,1,1,1,0,0,1,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,800.0,3.0,0,M,999.0,8.0,9,9,C,,9,9,9,B
646,0.0326902213,_A,2013,34,36,EE,,1,9,4,2,8,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,0.0,9999,99,9,4,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,999.0,3.0,0,,999.0,,9,9,9,03,9,9,9,9
647,0.0569053641,_A,2013,37,39,EE,0.0,1,9,4,2,9,2013,1,2,32.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2008,99,5,4,3,3,1,0,0,1,0,1,1,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,500.0,3.0,0,H,999.0,8.0,9,9,G,03,9,9,9,G
664,0.0610138865,_A,2013,1,3,EE,0.0,1,9,2,2,1,2013,1,2,,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2011,2,5,4,3,3,1,0,1,1,1,1,1,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,500.0,3.0,0,H,999.0,6.0,9,9,G,02,9,9,9,G
668,0.0311119394,_A,2013,17,19,EE,0.0,1,9,3,2,4,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2007,99,5,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,700.0,1.0,0,M,999.0,8.0,9,9,F,02,9,9,9,F
696,0.0415894941,_A,2013,3,5,EE,3.0,1,9,1,2,1,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,0.0,9999,99,9,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,999.0,3.0,0,M,999.0,,9,9,9,04,9,9,9,9
699,0.0236328283,_A,2013,33,35,EE,0.0,1,9,4,2,8,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2012,9,5,4,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,700.0,2.0,0,M,999.0,4.0,9,9,F,,9,9,9,F
708,0.0289467391,_A,2013,26,27,EE,3.0,1,9,1,2,6,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2000.0,99,1,1,9.0,40,0.0,0.0,0.0,11,0.0,40.0,1,2,5,1.0,9.0,9999,99,9,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,9,2,9.0,1,32.0,1.0,500.0,999.0,9.0,1,M,156.0,,G,G,9,03,9,9,G,9
713,0.026607628,_A,2013,4,5,EE,3.0,1,9,1,2,1,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2007.0,99,1,1,9.0,40,40.0,0.0,0.0,97,1.0,60.0,1,2,0,10.0,9.0,9999,99,9,9,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,1.0,900.0,999.0,9.0,0,L,72.0,,H,R,9,,9,9,H,9
717,0.0443961118,_A,2013,16,18,EE,,1,9,4,2,4,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2012,5,5,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,900.0,2.0,0,,999.0,4.0,9,9,I,04,9,9,9,H
721,0.0500230264,_A,2013,1,2,EE,3.0,1,9,4,2,1,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2008,99,5,4,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,1,150.0,2.0,999.0,600.0,3.0,1,,999.0,8.0,9,9,A,,9,9,9,A
742,0.0233534379,_A,2013,20,22,EE,3.0,1,9,3,2,5,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999.0,99,9,9,9.0,99,99.0,99.0,99.0,99,9.0,99.0,9,9,9,99.0,1.0,2013,4,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999.0,2.0,999.0,700.0,1.0,0,M,999.0,2.0,9,9,C,02,9,9,9,B
