,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
206,0.0863160849,_A,2013,9,10,BE,3.0,1,9,1,2,2,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,2.0,1,1,9,38.0,38.0,0.0,0,97,0.0,,1,1,9,99.0,9,9999.0,99.0,9,9,2.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,9,2,9.0,2,999,1,300.0,999,9.0,0,M,0.0,,H,9,9,03,9,9,9,9
216,0.0892070505,_A,2013,29,33,BE,0.0,1,9,1,2,7,2013,1,1,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2012.0,5.0,5,4,6.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,700,3.0,0,L,999.0,5.0,9,9,G,01,9,9,9,G
234,0.1015175997,_A,2013,3,3,BE,0.0,1,9,1,2,1,2013,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2011.0,6.0,5,4,2.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,900,3.0,0,L,999.0,6.0,9,9,N,02,9,9,9,H
251,0.0795434716,_A,2013,41,42,BE,0.0,1,9,1,2,10,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,9.0,2,1,9,25.0,15.0,0.0,0,7,0.0,,1,2,0,25.0,9,9999.0,99.0,9,9,1.0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,9.0,9,2,9.0,1,2,1,200.0,999,9.0,1,H,13.0,,H,Q,9,05,9,9,H,9
286,0.1440927747,_A,2013,32,39,BE,0.0,1,9,1,2,8,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2010.0,99.0,5,4,3.0,3.0,1,1,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,400,3.0,0,M,999.0,7.0,9,9,H,03,9,9,9,H
304,0.1278102337,_A,2013,40,41,BE,3.0,1,9,1,2,10,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2013.0,4.0,5,4,3.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.0,1,2,9.0,2,999,2,999.0,700,2.0,0,M,999.0,4.0,9,9,C,02,9,9,9,B
331,0.1144695544,_A,2013,18,23,BE,0.0,1,9,1,2,5,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,0,9999.0,99.0,9,4,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,2,1,1.0,2,999,3,999.0,999,9.0,1,L,999.0,,9,9,9,03,9,9,9,9
334,0.0979124448,_A,2013,20,22,BE,0.0,1,9,1,2,5,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,0,9999.0,99.0,9,4,5.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,999,3.0,0,M,999.0,,9,9,9,03,9,9,9,9
342,0.128045722,_A,2013,21,23,BE,3.0,1,9,1,2,5,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,2,1,9,31.0,22.0,0.0,0,12,1.0,32.0,1,1,9,99.0,9,9999.0,99.0,9,9,4.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2,9.0,1,8,1,400.0,999,9.0,1,H,60.0,,H,9,9,03,9,9,9,9
353,0.1193602591,_A,2013,34,35,BE,0.0,1,9,1,2,8,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2013.0,7.0,5,4,3.0,3.0,0,0,1,1,0,0,1,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,500,1.0,0,H,999.0,2.0,9,9,N,01,9,9,9,H
357,0.1115130776,_A,2013,50,51,BE,0.0,1,9,1,2,12,2013,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,0,9999.0,99.0,9,4,3.0,3.0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,999,3.0,0,M,999.0,,9,9,9,,9,9,9,9
376,0.0419894658,_A,2013,8,8,BE,3.0,1,9,1,2,2,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2012.0,12.0,5,4,6.0,1.0,0,0,1,0,1,1,1,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,900,1.0,0,M,999.0,2.0,9,9,C,04,9,9,9,B
425,0.107773219,_A,2013,14,18,BE,0.0,1,9,1,2,4,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,0,9999.0,99.0,9,4,6.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,1,24,2,999.0,999,2.0,1,M,999.0,,9,9,9,04,9,9,9,9
429,0.0938640379,_A,2013,13,17,BE,0.0,1,9,1,2,3,2013,1,1,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2013.0,3.0,5,4,6.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,900,1.0,0,L,999.0,1.0,9,9,A,6+,9,9,9,A
441,0.0604299434,_A,2013,22,27,BE,0.0,1,9,1,2,5,2013,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,99.0,1,1,9,0.0,60.0,10.0,0,98,0.0,,1,1,9,99.0,9,9999.0,99.0,9,9,6.0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.0,9,2,9.0,2,999,1,500.0,999,9.0,0,L,108.0,,H,9,9,01,9,9,9,9
450,0.1041180933,_A,2013,47,49,BE,0.0,1,9,1,2,11,2013,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,11.0,2,2,1,0.0,10.0,0.0,0,98,1.0,38.0,1,1,9,99.0,9,9999.0,99.0,9,9,3.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,1,36,1,900.0,999,9.0,1,L,0.0,,H,9,9,01,9,9,9,9
459,0.1303377404,_A,2013,19,20,BE,0.0,1,9,1,2,5,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2008.0,99.0,2,1,9,30.0,24.0,0.0,0,12,1.0,40.0,1,1,9,99.0,9,9999.0,99.0,9,9,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2,9.0,2,999,1,500.0,999,9.0,0,M,60.0,,H,9,9,02,9,9,9,9
505,0.0746599512,_A,2013,19,20,BE,0.0,1,9,1,2,5,2013,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,0,9999.0,99.0,9,4,3.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,999,2.0,0,L,999.0,,9,9,9,01,9,9,9,9
508,0.1602783702,_A,2013,18,21,BE,0.0,1,9,1,2,5,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2010.0,99.0,5,4,2.0,3.0,0,0,0,0,0,1,0,0,0,0,1,0,0,9.0,1,2,9.0,2,999,2,999.0,800,3.0,0,L,999.0,7.0,9,9,C,01,9,9,9,B
509,0.186199599,_A,2013,20,24,BE,0.0,1,9,1,2,5,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2007.0,99.0,1,1,9,38.0,38.0,0.0,0,97,0.0,,1,1,9,99.0,9,9999.0,99.0,9,9,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,2,9.0,2,999,1,400.0,999,9.0,0,H,72.0,,H,9,9,02,9,9,9,9
513,0.1516995299,_A,2013,24,26,BE,0.0,1,9,1,2,6,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2004.0,99.0,9,4,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,999,3.0,0,L,999.0,8.0,9,9,9,01,9,9,9,9
520,0.0391825147,_A,2013,8,13,BE,3.0,1,9,1,2,2,2013,1,2,47.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2001.0,99.0,2,2,4,19.0,19.0,0.0,0,97,1.0,38.0,1,1,9,99.0,9,9999.0,99.0,9,9,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,2,2,9.0,2,999,1,500.0,999,9.0,0,M,144.0,,H,9,9,03,9,9,9,9
548,0.0757859669,_A,2013,45,46,BE,0.0,1,9,1,2,11,2013,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2009.0,99.0,2,1,9,31.0,31.0,0.0,0,97,0.0,,1,1,9,99.0,9,9999.0,99.0,9,9,4.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,9,2,9.0,1,6,1,300.0,999,9.0,1,H,48.0,,H,9,9,03,9,9,9,9
560,0.1305034201,_A,2013,7,9,BE,0.0,1,9,1,2,2,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,7,5.0,1,000-OWN COUNTRY,2008.0,99.0,1,1,9,32.0,0.0,0.0,0,99,0.0,,1,1,9,99.0,9,9999.0,99.0,9,9,3.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,9.0,9,2,9.0,2,999,1,400.0,999,9.0,0,M,60.0,,F,9,9,04,9,9,9,9
565,0.0984056473,_A,2013,4,7,BE,0.0,1,9,1,2,1,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,3.0,1,1,9,37.0,37.0,0.0,0,97,0.0,,1,1,9,99.0,9,9999.0,99.0,9,9,2.0,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,9,2,9.0,2,999,1,300.0,999,9.0,0,M,10.0,,H,9,9,01,9,9,9,9
582,0.1361508649,_A,2013,38,40,BE,0.0,1,9,1,2,9,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,0,9999.0,99.0,9,4,2.0,3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,9.0,1,2,9.0,2,999,2,999.0,999,3.0,0,M,999.0,,9,9,9,03,9,9,9,9
586,0.1496176203,_A,2013,8,10,BE,0.0,1,9,1,2,2,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,1.0,2,2,3,50.0,50.0,0.0,40,97,0.0,,1,1,9,99.0,9,9999.0,99.0,9,9,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,1,5.0,2,999,1,200.0,999,9.0,1,H,1.0,,H,9,9,04,9,9,9,9
600,0.141116612,_A,2013,26,26,BE,0.0,1,9,1,2,6,2013,1,1,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2013.0,1.0,5,4,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,700,1.0,0,L,999.0,3.0,9,9,F,6+,9,9,9,F
634,0.0716947469,_A,2013,40,41,BE,0.0,1,9,1,2,10,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2013.0,1.0,5,4,3.0,2.0,0,0,1,1,0,1,0,0,0,1,0,0,0,9.0,1,2,9.0,2,999,2,999.0,300,2.0,0,H,999.0,4.0,9,9,L,01,9,9,9,H
657,0.1082240405,_A,2013,45,45,BE,3.0,1,9,1,2,11,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2013.0,10.0,5,4,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,500,1.0,0,L,999.0,2.0,9,9,G,02,9,9,9,G
669,0.0892000699,_A,2013,38,39,BE,0.0,1,9,1,2,9,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2011.0,2.0,5,4,2.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.0,1,1,5.0,2,999,2,999.0,300,1.0,1,M,999.0,7.0,9,9,O,6+,9,9,9,H
677,0.126513943,_A,2013,43,44,BE,0.0,1,9,1,2,10,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,0,9999.0,99.0,9,4,3.0,1.0,0,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,999,1.0,0,H,999.0,,9,9,9,,9,9,9,9
684,0.1119130283,_A,2013,21,21,BE,0.0,1,9,1,2,5,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2010.0,99.0,5,4,3.0,3.0,1,1,1,1,0,1,0,0,0,1,1,0,0,9.0,1,2,9.0,2,999,2,999.0,200,3.0,0,H,999.0,7.0,9,9,P,,9,9,9,H
687,0.0734843433,_A,2013,7,9,BE,0.0,1,9,1,2,2,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,0,9999.0,99.0,9,4,6.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,999,2.0,0,M,999.0,,9,9,9,01,9,9,9,9
691,0.0830711665,_A,2013,52,1,BE,0.0,1,9,1,2,12,2013,1,2,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2011.0,6.0,5,4,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,900,1.0,0,L,999.0,7.0,9,9,O,02,9,9,9,H
714,0.1266162122,_A,2013,6,9,BE,0.0,1,9,1,2,2,2013,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2011.0,7.0,5,4,3.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,500,2.0,0,M,999.0,6.0,9,9,I,02,9,9,9,H
745,0.0826001874,_A,2013,30,33,BE,0.0,1,9,1,2,7,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2011.0,6.0,5,4,6.0,3.0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,700,3.0,0,M,999.0,7.0,9,9,F,03,9,9,9,F
746,0.0860345634,_A,2013,3,5,BE,3.0,1,9,1,2,1,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2011.0,3.0,5,4,5.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,300,3.0,0,M,999.0,6.0,9,9,Q,03,9,9,9,H
759,0.175578841,_A,2013,26,29,BE,0.0,1,9,1,2,6,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2011.0,,5,4,3.0,1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,9.0,1,1,4.0,2,999,2,999.0,400,1.0,1,M,999.0,7.0,9,9,G,03,9,9,9,G
760,0.1349859788,_A,2013,38,38,BE,0.0,1,9,1,2,9,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,2.0,1,2,4,38.0,32.0,0.0,0,11,0.0,,1,1,9,99.0,9,9999.0,99.0,9,9,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,9,2,9.0,2,999,1,400.0,999,9.0,0,H,7.0,,H,9,9,02,9,9,9,9
762,0.0698355854,_A,2013,40,40,BE,3.0,1,9,1,2,10,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,3.0,1,1,9,38.0,35.0,0.0,0,11,0.0,,1,1,9,99.0,9,9999.0,99.0,9,9,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,9,2,9.0,2,999,1,100.0,999,9.0,0,H,19.0,,H,9,9,05,9,9,9,9
775,0.0876622286,_A,2013,16,16,BE,0.0,1,9,1,2,4,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9,9,9,99.0,99.0,99.0,99,99,9.0,99.0,9,9,9,99.0,1,2013.0,3.0,5,4,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2,9.0,2,999,2,999.0,400,1.0,0,H,999.0,2.0,9,9,O,04,9,9,9,H
