,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
459,0.0802461483,_A,2013,23,24,RO,0.0,1,9,3,2,6,2013,1,1,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,2,1,1,1,0,1,1,1,1,0,0,1,1,1,0,9,1,2,9,2,999,2,999.0,999,1,0,M,999,,9,9,9,04,9,9,9,9
484,0.0948742056,_A,2013,7,8,RO,0.0,1,9,3,2,2,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2003,99,9,4,3,3,0,0,0,1,1,0,0,1,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,3,0,M,999,8.0,9,9,9,04,9,9,9,9
512,0.0612545623,_A,2013,3,4,RO,3.0,1,9,1,2,1,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,3,5,4,6,2,1,0,0,0,1,0,0,1,0,0,0,0,0,9,1,2,9,2,999,2,999.0,800,2,0,M,999,4.0,9,9,C,01,9,9,9,B
522,0.1600826192,_A,2013,19,20,RO,0.0,1,9,2,2,5,2013,1,2,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,2,3,1,1,1,1,1,1,1,0,0,1,1,1,0,9,1,2,9,2,999,2,999.0,999,3,0,M,999,,9,9,9,05,9,9,9,9
528,0.1172287691,_A,2013,33,34,RO,0.0,1,9,1,2,8,2013,1,1,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,1,0,M,999,,9,9,9,04,9,9,9,9
534,0.1197555132,_A,2013,16,17,RO,3.0,1,9,3,2,4,2013,1,2,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,1,0,M,999,,9,9,9,04,9,9,9,9
576,0.0292828322,_A,2013,9,10,RO,0.0,1,9,2,2,2,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,12,0,4,3,1,1,1,1,1,0,1,1,0,0,1,1,1,0,9,1,2,9,2,999,2,999.0,100,1,0,M,999,2.0,9,9,C,03,9,9,9,B
581,0.0867854493,_A,2013,18,19,RO,0.0,1,9,2,2,5,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,11,5,4,3,1,1,1,0,1,1,1,0,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,700,1,0,M,999,4.0,9,9,F,03,9,9,9,F
587,0.042986784,_A,2013,19,20,RO,3.0,1,9,3,2,5,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,1996,99,1,9,9,0,46,99,99,97,0,46,1,1,9,99,9,9999,99,9,9,2,1,0,0,1,1,1,1,1,0,0,1,0,0,0,9,9,2,9,2,999,1,600.0,999,9,0,M,204,,A,9,9,02,9,9,9,9
664,0.0498250154,_A,2013,6,7,RO,0.0,1,9,2,2,2,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2004,99,9,4,3,3,1,0,1,1,0,1,0,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,999,3,0,M,999,8.0,9,9,9,02,9,9,9,9
717,0.2257385049,_A,2013,46,47,RO,0.0,1,9,3,2,11,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2011,7,5,4,2,3,1,0,1,1,1,1,1,0,0,1,1,1,0,9,1,2,9,2,999,2,999.0,800,3,0,M,999,7.0,9,9,D,03,9,9,9,B
725,0.0514613566,_A,2013,12,13,RO,0.0,1,9,1,2,3,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2004,99,9,4,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,999,3,0,M,999,8.0,9,9,9,03,9,9,9,9
736,0.171771449,_A,2013,26,27,RO,0.0,1,9,1,2,6,2013,1,2,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,3,0,M,999,,9,9,9,04,9,9,9,9
780,0.0719913109,_A,2013,51,52,RO,0.0,1,9,3,2,12,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2009,99,5,4,3,3,1,0,0,1,1,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,700,3,0,M,999,8.0,9,9,C,01,9,9,9,B
787,0.1823941829,_A,2013,23,24,RO,0.0,1,9,2,2,6,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,10,5,4,3,2,0,1,1,1,1,1,1,0,0,1,0,0,0,9,1,1,5,1,18,2,999.0,800,2,1,M,999,4.0,9,9,C,6+,9,9,9,B
793,0.0752090486,_A,2013,30,31,RO,3.0,1,9,2,2,7,2013,1,2,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,1,0,M,999,,9,9,9,04,9,9,9,9
813,0.1623275614,_A,2013,16,17,RO,0.0,1,9,1,2,4,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2004,99,9,4,3,1,0,0,1,1,0,1,0,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,999,1,0,L,999,8.0,9,9,9,04,9,9,9,9
816,0.095051601,_A,2013,12,13,RO,0.0,1,9,2,2,3,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2010,99,5,4,3,3,1,0,0,1,1,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,700,3,0,L,999,7.0,9,9,C,01,9,9,9,B
876,0.0665680236,_A,2013,5,6,RO,0.0,1,9,1,2,1,2013,1,1,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,7,5,4,2,2,0,0,1,0,0,1,1,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,500,2,0,M,999,4.0,9,9,I,04,9,9,9,H
893,0.0665947032,_A,2013,47,48,RO,3.0,1,9,4,2,11,2013,1,1,65,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,9,1,2,9,2,999,2,999.0,999,1,0,M,999,,9,9,9,01,9,9,9,9
926,0.0506541692,_A,2013,10,11,RO,3.0,1,9,4,2,3,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,10,0,4,3,1,0,0,1,1,0,1,0,0,1,0,0,0,0,9,1,2,9,2,999,2,999.0,900,1,0,L,999,3.0,9,9,A,04,9,9,9,A
976,0.154016893,_A,2013,36,37,RO,3.0,1,9,1,2,9,2013,1,2,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,0.0,9,000-OWN COUNTRY,2003,99,2,9,9,0,42,99,99,97,1,50,1,1,9,99,9,9999,99,9,9,2,3,1,0,1,1,0,0,0,0,0,1,0,0,0,9,1,2,9,2,999,1,900.0,999,9,0,L,120,,A,9,9,6+,9,9,9,9
1044,0.0613010626,_A,2013,47,48,RO,3.0,1,9,3,2,11,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2007,99,1,9,9,40,40,99,99,97,0,40,1,1,9,99,9,9999,99,9,9,2,2,0,0,1,0,1,1,0,0,0,1,0,0,0,9,9,2,9,2,999,1,600.0,999,9,0,L,72,,A,9,9,04,9,9,9,9
1056,0.0822809802,_A,2013,36,37,RO,0.0,1,9,1,2,9,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2000,99,9,4,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,9,1,2,9,2,999,2,999.0,999,1,0,L,999,8.0,9,9,9,03,9,9,9,9
1084,0.0473055696,_A,2013,9,10,RO,3.0,1,9,2,2,2,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,1997,99,1,9,9,24,14,99,99,3,1,54,1,1,9,99,9,9999,99,9,9,3,1,0,0,1,1,1,0,1,0,0,1,0,0,0,9,1,2,9,2,999,1,600.0,999,9,0,M,192,,A,9,9,03,9,9,9,9
1088,0.0524411988,_A,2013,3,4,RO,3.0,1,9,1,2,1,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2009,99,0,4,2,3,1,0,1,0,0,1,0,0,1,1,0,0,0,9,1,2,9,2,999,2,999.0,900,3,0,M,999,8.0,9,9,A,01,9,9,9,A
1167,0.0322841959,_A,2013,32,33,RO,3.0,1,9,2,2,8,2013,1,1,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,2,0,0,0,1,1,0,0,1,0,1,0,0,0,9,1,2,9,2,999,2,999.0,999,2,0,M,999,,9,9,9,03,9,9,9,9
1229,0.1784442794,_A,2013,5,6,RO,0.0,1,9,4,2,1,2013,1,2,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2000,99,9,4,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,3,0,M,999,8.0,9,9,9,04,9,9,9,9
1268,0.0724061451,_A,2013,5,6,RO,0.0,1,9,3,2,1,2013,1,2,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,9,1,1,4,2,999,2,999.0,999,1,1,M,999,,9,9,9,04,9,9,9,9
1319,0.1584501743,_A,2013,17,18,RO,0.0,1,9,3,2,4,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2011,2,5,4,3,3,0,0,1,1,0,0,1,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,900,3,0,M,999,7.0,9,9,G,05,9,9,9,G
1381,0.0624742674,_A,2013,31,32,RO,3.0,1,9,4,2,8,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,3,0,0,1,1,0,1,0,0,1,0,0,0,0,9,1,2,9,2,999,2,999.0,999,3,0,M,999,,9,9,9,05,9,9,9,9
1410,0.0395919919,_A,2013,17,18,RO,0.0,1,9,3,2,4,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,1999,99,9,4,2,3,0,0,0,1,1,1,0,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,999,3,0,L,999,8.0,9,9,9,02,9,9,9,9
1441,0.1860299305,_A,2013,11,12,RO,3.0,1,9,2,2,3,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2013,1,0,4,3,1,0,0,1,1,1,1,0,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,700,1,0,M,999,2.0,9,9,F,04,9,9,9,F
1458,0.0593562539,_A,2013,30,31,RO,0.0,1,9,1,2,7,2013,1,1,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2010,99,5,4,3,3,1,1,1,1,0,1,0,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,800,3,0,M,999,7.0,9,9,C,03,9,9,9,B
1460,0.080027783,_A,2013,13,14,RO,3.0,1,9,4,2,3,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2010,99,5,4,2,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,800,3,0,M,999,7.0,9,9,H,05,9,9,9,H
1485,0.0351989212,_A,2013,46,47,RO,3.0,1,9,1,2,11,2013,1,2,32,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,12,5,4,2,2,1,0,1,1,1,1,1,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,400,2,0,M,999,4.0,9,9,R,04,9,9,9,H
1505,0.2543602087,_A,2013,32,33,RO,3.0,1,9,2,2,8,2013,1,2,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,1,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,999,1,0,M,999,,9,9,9,6+,9,9,9,9
1517,0.1271865958,_A,2013,20,21,RO,0.0,1,9,2,2,5,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2011,5,5,4,2,3,0,0,1,1,1,1,1,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,700,3,0,M,999,7.0,9,9,F,03,9,9,9,F
1564,0.041026618,_A,2013,35,36,RO,3.0,1,9,4,2,8,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,9,1,2,9,2,999,2,999.0,999,1,0,L,999,,9,9,9,03,9,9,9,9
1613,0.0600731179,_A,2013,17,18,RO,0.0,1,9,2,2,4,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,9,5,4,3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,9,1,2,9,2,999,2,999.0,300,2,0,M,999,4.0,9,9,Q,01,9,9,9,H
1621,0.0580350356,_A,2013,23,24,RO,3.0,1,9,2,2,6,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2008,99,5,4,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,9,1,2,9,2,999,2,999.0,400,1,0,M,999,8.0,9,9,C,04,9,9,9,B
1624,0.0555280638,_A,2013,51,52,RO,3.0,1,9,4,2,12,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2007,99,5,4,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,9,1,2,9,2,999,2,999.0,600,3,0,L,999,8.0,9,9,A,01,9,9,9,A
1633,0.1312677314,_A,2013,18,19,RO,3.0,1,9,2,2,5,2013,1,1,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,1,2,0,0,1,1,0,1,0,0,1,0,0,0,0,9,1,2,9,2,999,2,999.0,999,2,0,L,999,,9,9,9,04,9,9,9,9
1646,0.0386964147,_A,2013,41,42,RO,3.0,1,9,2,2,10,2013,1,1,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,2,2,1,1,1,1,1,1,1,0,0,1,1,1,0,9,1,2,9,2,999,2,999.0,999,2,0,M,999,,9,9,9,05,9,9,9,9
1649,0.1055625898,_A,2013,1,2,RO,0.0,1,9,3,2,1,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,7,5,4,6,1,1,1,1,1,1,1,1,0,0,1,1,1,0,9,1,2,9,2,999,2,999.0,400,1,0,M,999,4.0,9,9,K,01,9,9,9,H
1690,0.0931655631,_A,2013,29,30,RO,3.0,1,9,4,2,7,2013,1,2,20,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,1,0,M,999,,9,9,9,04,9,9,9,9
1709,0.0361869257,_A,2013,38,39,RO,0.0,1,9,3,2,9,2013,1,1,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,8,5,4,3,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,700,3,0,M,999,5.0,9,9,P,02,9,9,9,H
1716,0.0955312996,_A,2013,47,48,RO,3.0,1,9,4,2,11,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,3,0,0,0,1,0,1,0,0,1,1,0,0,0,9,1,2,9,2,999,2,999.0,999,3,0,M,999,,9,9,9,04,9,9,9,9
1734,0.0422006374,_A,2013,25,26,RO,3.0,1,9,2,2,6,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,1990,99,9,4,3,2,0,0,0,1,1,0,0,1,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,2,0,L,999,8.0,9,9,9,02,9,9,9,9
1787,0.0448496988,_A,2013,43,44,RO,0.0,1,9,4,2,10,2013,1,2,47,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2010,99,5,4,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,800,2,0,M,999,7.0,9,9,H,03,9,9,9,H
