,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
53,0.0617417222,_A,2013,47,48,SK,3.0,1,9,1,2,11,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2011.0,6,5,4,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,900,3,0.0,M,999.0,7.0,9,9,A,6+,9,9,9,A
57,0.0501011668,_A,2013,43,44,SK,0.0,1,9,5,2,10,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2013.0,3,5,4,2.0,2.0,0,0,0,1,0,1,0,0,0,1,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,700,2,0.0,M,999.0,4.0,9,9,C,04,9,9,9,B
71,0.0505181437,_A,2013,25,26,SK,3.0,1,9,1,2,6,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,0,9999.0,99,9,4,6.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,L,999.0,,9,9,9,6+,9,9,9,9
79,0.0573173156,_A,2013,13,14,SK,0.0,1,9,1,2,3,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2012.0,10,5,4,2.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,900,1,0.0,M,999.0,3.0,9,9,C,04,9,9,9,B
104,0.0449445871,_A,2013,45,46,SK,3.0,1,9,4,2,11,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2008.0,99,5,4,3.0,3.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,500,3,0.0,M,999.0,8.0,9,9,G,04,9,9,9,G
106,0.0448614436,_A,2013,1,2,SK,3.0,1,9,3,2,1,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2012.0,6,5,4,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,900,2,0.0,M,999.0,4.0,9,9,Q,04,9,9,9,H
111,0.0712552775,_A,2013,8,9,SK,3.0,1,9,2,2,2,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2010.0,99,5,4,2.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,700,3,0.0,M,999.0,7.0,9,9,C,02,9,9,9,B
116,0.0601297652,_A,2013,21,22,SK,0.0,1,9,5,2,5,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,0,9999.0,99,9,4,3.0,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,M,999.0,,9,9,9,02,9,9,9,9
149,0.0576022265,_A,2013,31,32,SK,3.0,1,9,2,2,8,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2007.0,99,5,4,2.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,800,3,0.0,L,999.0,8.0,9,9,Q,05,9,9,9,H
167,0.0540883522,_A,2013,21,22,SK,0.0,1,9,5,2,5,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,2012,4,1.0,2.0,4.0,50.0,50,0,0,97,1,40.0,1.0,1,9,99,9,9999.0,99,9,9,2.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,1,500.0,999,9,0.0,M,13.0,,G,9,9,03,9,9,9,9
180,0.0617230196,_A,2013,36,37,SK,3.0,1,9,3,2,9,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2005.0,99,9,4,,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,M,999.0,8.0,9,9,9,03,9,9,9,9
188,0.0605083719,_A,2013,18,19,SK,0.0,1,9,1,2,5,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,0,9999.0,99,9,4,3.0,3.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,L,999.0,,9,9,9,6+,9,9,9,9
201,0.0504163053,_A,2013,3,4,SK,3.0,1,9,5,2,1,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2012.0,3,5,4,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,400,2,0.0,L,999.0,4.0,9,9,B,02,9,9,9,B
209,0.0540909954,_A,2013,36,38,SK,3.0,1,9,4,2,9,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,0,9999.0,99,9,4,3.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,L,999.0,,9,9,9,6+,9,9,9,9
226,0.0540093868,_A,2013,35,36,SK,0.0,1,9,5,2,8,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,2013,4,2.0,2.0,3.0,20.0,20,0,0,97,1,40.0,1.0,1,9,99,9,9999.0,99,9,9,3.0,3.0,0,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,2.0,9,2.0,999,1,800.0,999,9,0.0,M,4.0,,H,9,9,05,9,9,9,9
236,0.0724936784,_A,2013,51,52,SK,3.0,1,9,3,2,12,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,0,9999.0,99,9,4,2.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,M,999.0,,9,9,9,02,9,9,9,9
271,0.0617259536,_A,2013,28,30,SK,3.0,1,9,3,2,7,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,2013,6,2.0,2.0,3.0,30.0,30,0,0,97,1,38.0,1.0,1,9,99,9,9999.0,99,9,9,2.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,1,500.0,999,9,0.0,M,1.0,,H,9,9,03,9,9,9,9
272,0.0491421774,_A,2013,29,31,SK,0.0,1,9,5,2,7,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2012.0,12,5,4,3.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,800,2,0.0,M,999.0,4.0,9,9,E,04,9,9,9,B
295,0.0594869089,_A,2013,52,3,SK,3.0,1,9,4,2,12,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2005.0,99,9,4,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,M,999.0,8.0,9,9,9,02,9,9,9,9
301,0.0618600378,_A,2013,18,19,SK,0.0,1,9,2,2,5,2013,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2005.0,99,9,4,2.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9,2.0,999,3,999.0,999,9,0.0,M,999.0,8.0,9,9,9,02,9,9,9,9
307,0.0698266055,_A,2013,22,23,SK,3.0,1,9,3,2,5,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2009.0,99,5,4,,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,9.0,1,2.0,9,2.0,999,2,999.0,900,1,0.0,M,999.0,8.0,9,9,D,05,9,9,9,B
313,0.0632879854,_A,2013,46,47,SK,0.0,1,9,1,2,11,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2009.0,99,5,4,6.0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,400,2,0.0,M,999.0,8.0,9,9,O,04,9,9,9,H
328,0.0469052507,_A,2013,31,32,SK,3.0,1,9,3,2,8,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2013.0,2,5,4,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,900,1,0.0,L,999.0,4.0,9,9,O,04,9,9,9,H
338,0.0732552249,_A,2013,28,29,SK,0.0,1,9,1,2,7,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,2013,4,2.0,2.0,3.0,20.0,20,0,0,97,1,40.0,1.0,1,9,99,9,9999.0,99,9,9,3.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,1,900.0,999,9,0.0,M,3.0,,H,9,9,03,9,9,9,9
339,0.0472278821,_A,2013,52,2,SK,0.0,1,9,5,2,12,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2011.0,10,5,4,2.0,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,800,3,0.0,M,999.0,7.0,9,9,C,01,9,9,9,B
344,0.0608375823,_A,2013,24,25,SK,0.0,1,9,4,2,6,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2007.0,99,5,4,3.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,700,3,0.0,M,999.0,8.0,9,9,C,04,9,9,9,B
346,0.0654592585,_A,2013,2,3,SK,0.0,1,9,3,2,1,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,0,9999.0,99,9,4,2.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,M,999.0,,9,9,9,04,9,9,9,9
359,0.0539617159,_A,2013,36,37,SK,3.0,1,9,5,2,9,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,0,9999.0,99,9,4,3.0,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,M,999.0,,9,9,9,6+,9,9,9,9
361,0.0705766012,_A,2013,6,7,SK,0.0,1,9,5,2,2,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2012.0,12,5,4,3.0,1.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,500,1,0.0,M,999.0,2.0,9,9,G,03,9,9,9,G
396,0.0409165882,_A,2013,51,2,SK,3.0,1,9,3,2,12,2013,1,2,65.0,000-OWN COUNTRY,11.0,005-EU28,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2003.0,99,9,4,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9,2.0,999,3,999.0,999,9,0.0,L,999.0,8.0,9,9,9,,9,9,9,9
400,0.0415021518,_A,2013,15,16,SK,0.0,1,9,5,2,4,2013,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2012.0,10,5,4,6.0,2.0,1,1,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,900,2,0.0,M,999.0,4.0,9,9,I,01,9,9,9,H
419,0.0418134979,_A,2013,14,15,SK,3.0,1,9,4,2,4,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2012.0,6,5,4,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,900,2,0.0,M,999.0,4.0,9,9,Q,04,9,9,9,H
433,0.0696613314,_A,2013,5,6,SK,3.0,1,9,4,2,1,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,0,9999.0,99,9,4,2.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,L,999.0,,9,9,9,6+,9,9,9,9
440,0.0600737751,_A,2013,44,45,SK,0.0,1,9,4,2,10,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2011.0,9,5,4,2.0,3.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,800,3,0.0,M,999.0,7.0,9,9,C,03,9,9,9,B
466,0.0438115925,_A,2013,15,16,SK,3.0,1,9,4,2,4,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,1992.0,99,9,4,3.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,M,999.0,8.0,9,9,9,04,9,9,9,9
487,0.0444297936,_A,2013,4,5,SK,0.0,1,9,5,2,1,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,1980,99,1.0,1.0,9.0,40.0,40,0,0,97,0,30.0,1.0,1,9,99,9,9999.0,99,9,9,3.0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9,2.0,999,1,100.0,999,9,0.0,H,396.0,,H,9,9,,9,9,9,9
496,0.0659651849,_A,2013,38,39,SK,0.0,1,9,4,2,9,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2011.0,6,5,4,2.0,3.0,1,1,0,1,0,1,1,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,900,3,0.0,M,999.0,7.0,9,9,G,04,9,9,9,G
514,0.0445623111,_A,2013,2,3,SK,3.0,1,9,3,2,1,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2009.0,99,5,4,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,700,3,0.0,M,999.0,8.0,9,9,C,03,9,9,9,B
541,0.0446449507,_A,2013,14,15,SK,0.0,1,9,2,2,4,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2010.0,99,5,4,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,900,3,0.0,M,999.0,7.0,9,9,I,05,9,9,9,H
557,0.057766267,_A,2013,27,28,SK,3.0,1,9,1,2,7,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2009.0,99,5,4,2.0,3.0,0,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,900,3,0.0,M,999.0,8.0,9,9,I,03,9,9,9,H
563,0.0419346847,_A,2013,33,34,SK,0.0,1,9,2,2,8,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2012.0,9,5,4,3.0,2.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,800,2,0.0,M,999.0,4.0,9,9,C,04,9,9,9,B
586,0.0776793524,_A,2013,22,23,SK,3.0,1,9,3,2,5,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,0,9999.0,99,9,4,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,999,3,0.0,M,999.0,,9,9,9,03,9,9,9,9
593,0.0459667435,_A,2013,20,21,SK,3.0,1,9,1,2,5,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9.0,9.0,9.0,99.0,99,99,99,99,9,99.0,9.0,9,9,99,1,2013.0,2,5,4,2.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9,2.0,999,2,999.0,500,1,0.0,M,999.0,3.0,9,9,G,04,9,9,9,G
