,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
103,0.0210443388,_A,2013,30,31.0,CY,3.0,1,9,1,2,7,2013,1,1,47.0,005-EU28,11.0,005-EU28,2,99,5.0,9,000-OWN COUNTRY,2013,7,1,1,9,44,44,0,0,97,1,55,1,1,9,99,9,9999,99,9,9,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,1,900.0,999,9,0,M,0.0,,,9,9,,9,9,9,9
141,0.0245210015,_A,2013,15,16.0,CY,0.0,1,9,1,2,4,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2011,12,5,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,9,2,999,3,999.0,300,9,0,H,999.0,5.0,9,9,M,02,9,9,9,H
142,0.0184089345,_A,2013,37,38.0,CY,0.0,1,9,3,2,9,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2013,6,5,4,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,300,1,0,M,999.0,3.0,9,9,F,04,9,9,9,F
149,0.0235608928,_A,2013,29,30.0,CY,0.0,1,9,4,2,7,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,7,5,4,3,2,1,0,0,0,1,1,0,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,300,2,0,H,999.0,5.0,9,9,J,03,9,9,9,H
152,0.0257901776,_A,2013,38,39.0,CY,3.0,1,9,4,2,9,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,12,5,4,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,700,2,0,L,999.0,4.0,9,9,F,04,9,9,9,F
159,0.0197037844,_A,2013,24,25.0,CY,0.0,1,9,5,2,6,2013,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,1989,99,2,9,9,10,5,99,99,4,1,38,1,1,9,99,9,9999,99,9,9,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,9,2,2,9,2,999,1,900.0,999,9,0,M,288.0,,H,9,9,02,9,9,9,9
162,0.0194305782,_A,2013,11,12.0,CY,0.0,1,9,1,2,3,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,0.0,9,000-OWN COUNTRY,1993,99,2,9,9,20,20,99,99,97,1,40,1,1,9,99,9,9999,99,9,9,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,2,9,2,999,1,700.0,999,9,0,M,240.0,,F,9,9,03,9,9,9,9
191,0.0179299593,_A,2013,2,5.0,CY,0.0,1,9,1,2,1,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2011,3,5,4,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,400,3,0,H,999.0,6.0,9,9,P,04,9,9,9,H
198,0.0243724575,_A,2013,15,17.0,CY,0.0,1,9,1,2,4,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,1,0,H,999.0,,9,9,9,04,9,9,9,9
199,0.0186417126,_A,2013,8,9.0,CY,3.0,1,9,4,2,2,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,2,0,0,0,1,0,1,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,999,2,0,M,999.0,,9,9,9,05,9,9,9,9
251,0.0169980859,_A,2013,6,7.0,CY,0.0,1,9,1,2,2,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,12,5,4,3,1,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,300,1,0,M,999.0,2.0,9,9,G,02,9,9,9,G
259,0.0199818649,_A,2013,5,6.0,CY,0.0,1,9,5,2,1,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,2012,9,2,1,9,10,10,0,0,97,1,40,1,1,9,99,9,9999,99,9,9,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,1,500.0,999,9,0,M,4.0,,G,9,9,03,9,9,9,9
266,0.017256325,_A,2013,10,11.0,CY,0.0,1,9,4,2,3,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2011,8,5,4,3,3,0,0,1,1,0,1,1,0,0,0,1,0,0,9,1,2,9,1,91,2,999.0,400,3,1,M,999.0,6.0,9,9,C,03,9,9,9,B
308,0.0234535556,_A,2013,11,12.0,CY,0.0,1,9,4,2,3,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,2,0,H,999.0,,9,9,9,05,9,9,9,9
320,0.0167787339,_A,2013,37,38.0,CY,3.0,1,9,4,2,9,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2013,1,5,4,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,700,2,0,M,999.0,4.0,9,9,C,,9,9,9,B
333,0.015985465,_A,2013,51,52.0,CY,3.0,1,9,2,2,12,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2013,11,0,4,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,900,1,0,L,999.0,2.0,9,9,A,,9,9,9,A
340,0.0206049991,_A,2013,45,46.0,CY,0.0,1,9,4,2,11,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,2,1,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,999,1,0,M,999.0,,9,9,9,6+,9,9,9,9
342,0.0240407512,_A,2013,19,23.0,CY,0.0,1,9,2,2,5,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2010,99,5,4,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,500,3,0,M,999.0,7.0,9,9,I,04,9,9,9,H
357,0.0199661314,_A,2013,28,29.0,CY,0.0,1,9,5,2,7,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2013,2,5,4,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,500,1,0,M,999.0,3.0,9,9,G,03,9,9,9,G
358,0.0246652125,_A,2013,17,18.0,CY,0.0,1,9,5,2,4,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,4,3,0,0,0,1,1,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,3,0,H,999.0,,9,9,9,6+,9,9,9,9
361,0.0170868696,_A,2013,11,12.0,CY,0.0,1,9,6,2,3,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,9,5,4,2,1,1,1,1,1,0,1,0,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,300,1,0,H,999.0,4.0,9,9,U,03,9,9,9,U
364,0.0227297625,_A,2013,33,34.0,CY,3.0,1,9,1,2,8,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2010,99,5,4,3,3,0,0,1,1,1,1,1,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,500,3,0,H,999.0,7.0,9,9,C,03,9,9,9,B
371,0.0176963558,_A,2013,5,7.0,CY,0.0,1,9,1,2,1,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,4,5,4,3,2,1,0,1,1,1,1,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,500,2,0,L,999.0,4.0,9,9,G,04,9,9,9,G
377,0.0202037933,_A,2013,15,16.0,CY,0.0,1,9,3,2,4,2013,1,1,47.0,NO ANSWER,,NO ANSWER,1,99,5.0,9,000-OWN COUNTRY,2012,3,1,1,9,50,50,0,0,97,1,60,1,1,9,99,9,9999,99,9,9,5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,9,1,2,9,2,999,1,,999,9,0,M,13.0,,G,9,9,04,9,9,9,9
400,0.0266732356,_A,2013,50,51.0,CY,3.0,1,9,2,2,12,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,2,1,0,0,1,0,1,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,999,2,0,H,999.0,,9,9,9,,9,9,9,9
445,0.0218574647,_A,2013,22,23.0,CY,0.0,1,9,2,2,5,2013,1,1,32.0,000-OWN COUNTRY,11.0,005-EU28,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,11,5,4,3,2,1,0,1,1,0,1,0,0,0,1,1,0,0,9,1,1,5,2,999,2,999.0,700,2,1,M,999.0,4.0,9,9,P,03,9,9,9,H
455,0.0168144873,_A,2013,21,22.0,CY,3.0,1,9,2,2,5,2013,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2013,4,5,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,900,1,0,,999.0,2.0,9,9,C,02,9,9,9,B
464,0.0203143459,_A,2013,44,45.0,CY,0.0,1,9,2,2,10,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,2012,12,1,1,9,40,32,0,0,12,1,52,1,1,9,99,9,9999,99,9,9,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,9,1,2,9,2,999,1,800.0,999,9,0,L,10.0,,G,9,9,04,9,9,9,9
469,0.0204777252,_A,2013,3,4.0,CY,0.0,1,9,3,2,1,2013,1,2,32.0,005-EU28,5.0,005-EU28,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2009,99,5,4,5,2,0,0,1,1,1,1,0,0,0,1,0,0,0,9,1,2,9,2,999,2,999.0,200,2,0,H,999.0,8.0,9,9,C,03,9,9,9,B
482,0.0165424232,_A,2013,50,51.0,CY,0.0,1,9,4,2,12,2013,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,1,0.0,9,000-OWN COUNTRY,1993,99,2,9,9,0,0,99,99,99,1,40,1,1,9,99,9,9999,99,9,9,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,1,700.0,999,9,0,M,240.0,,F,9,9,02,9,9,9,9
483,0.0183980535,_A,2013,16,17.0,CY,3.0,1,9,1,2,4,2013,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,5,2,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,1,5,2,999,2,999.0,999,2,1,M,999.0,,9,9,9,04,9,9,9,9
495,0.017839097,_A,2013,31,32.0,CY,0.0,1,9,3,2,8,2013,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,4,5,4,3,3,1,0,1,1,1,1,1,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,500,3,0,L,999.0,5.0,9,9,G,04,9,9,9,G
517,0.0228339467,_A,2013,9,10.0,CY,0.0,1,9,4,2,2,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2011,12,5,4,3,3,0,0,1,1,0,1,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,800,3,0,M,999.0,5.0,9,9,G,04,9,9,9,G
531,0.0165472287,_A,2013,43,44.0,CY,0.0,1,9,4,2,10,2013,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,12,5,4,3,2,1,0,0,1,0,1,0,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,500,2,0,M,999.0,4.0,9,9,G,,9,9,9,G
534,0.0227903491,_A,2013,6,7.0,CY,3.0,1,9,2,2,2,2013,1,2,20.0,NO ANSWER,,NO ANSWER,2,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,8,5,4,3,1,0,0,1,1,1,1,0,0,0,0,0,1,0,9,1,2,9,2,999,2,999.0,500,1,0,H,999.0,4.0,9,9,G,,9,9,9,G
538,0.0255144403,_A,2013,29,30.0,CY,0.0,1,9,5,2,7,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2013,6,5,4,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,200,1,0,H,999.0,2.0,9,9,P,03,9,9,9,H
544,0.0205729418,_A,2013,6,7.0,CY,3.0,1,9,3,2,2,2013,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2012,9,5,4,3,1,1,0,1,1,0,1,1,0,0,1,1,0,0,9,1,2,9,2,999,2,999.0,300,1,0,M,999.0,3.0,9,9,C,05,9,9,9,B
546,0.0196777248,_A,2013,43,44.0,CY,3.0,1,9,2,2,10,2013,1,2,47.0,000-OWN COUNTRY,11.0,005-EU28,1,99,5.0,9,000-OWN COUNTRY,2013,10,2,1,9,30,30,0,0,97,1,40,1,1,9,99,9,9999,99,9,9,3,3,0,0,1,1,1,1,1,0,0,1,1,0,0,9,1,2,9,2,999,1,500.0,999,9,0,M,0.0,,,9,9,04,9,9,9,9
548,0.0252357151,_A,2013,3,4.0,CY,0.0,1,9,3,2,1,2013,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,000-OWN COUNTRY,2012,12,1,1,9,60,60,0,0,97,0,60,1,1,9,99,9,9999,99,9,9,2,3,0,0,1,1,1,1,0,0,0,1,1,0,0,9,9,2,9,2,999,1,,999,9,0,H,1.0,,H,9,9,,9,9,9,9
571,0.0199193699,_A,2013,19,25.0,CY,,1,9,4,2,5,2013,1,1,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2010,99,5,4,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,700,3,0,M,999.0,7.0,9,9,F,04,9,9,9,F
576,0.0187392211,_A,2013,37,38.0,CY,,1,9,4,2,9,2013,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2010,99,5,4,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,900,3,0,,999.0,7.0,9,9,I,02,9,9,9,H
581,0.0194680848,_A,2013,35,36.0,CY,0.0,1,9,1,2,8,2013,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2011,2,5,4,3,3,0,0,0,1,0,1,1,0,0,0,1,0,0,9,1,2,9,2,999,2,999.0,300,3,0,M,999.0,7.0,9,9,M,03,9,9,9,H
594,0.0230668498,_A,2013,48,49.0,CY,0.0,1,9,4,2,11,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,000-OWN COUNTRY,2010,99,1,9,9,40,40,99,99,97,0,40,1,1,9,99,9,9999,99,9,9,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,9,9,2,9,2,999,1,900.0,999,9,0,L,36.0,,,9,9,04,9,9,9,9
596,0.0203703685,_A,2013,34,35.0,CY,3.0,1,9,4,2,8,2013,1,2,32.0,NO ANSWER,,NO ANSWER,1,99,,9,000-OWN COUNTRY,2011,6,2,9,9,8,8,99,99,97,1,30,1,1,9,99,9,9999,99,9,9,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,9,1,2,9,2,999,1,900.0,999,9,0,H,26.0,,H,9,9,03,9,9,9,9
599,0.0230995086,_A,2013,13,14.0,CY,0.0,1,9,3,2,3,2013,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,0,9999,99,9,4,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,999,2,0,H,999.0,,9,9,9,03,9,9,9,9
641,0.0173176362,_A,2013,23,24.0,CY,0.0,1,9,6,2,6,2013,1,1,47.0,005-EU28,5.0,005-EU28,1,99,9.0,9,NO ANSWER,9999,99,9,9,9,99,99,99,99,99,9,99,9,9,9,99,1,2013,5,5,4,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,9,1,2,9,2,999,2,999.0,700,1,0,M,999.0,2.0,9,9,C,,9,9,9,B
